new_name	old_name	kind	subsystem
ble_sub_319c0	FUN_000319c0	function	ble
ble_sub_31b3e	FUN_00031b3e	function	ble
ble_sub_31f7c	FUN_00031f7c	function	ble
ble_sub_32620	FUN_00032620	function	ble
ble_sub_32686	FUN_00032686	function	ble
ble_sub_326ea	FUN_000326ea	function	ble
ble_sub_332be	FUN_000332be	function	ble
ble_sub_33dc2	FUN_00033dc2	function	ble
ble_sub_3443a	FUN_0003443a	function	ble
ble_sub_35800	FUN_00035800	function	ble
ble_sub_35abc	FUN_00035abc	function	ble
ble_sub_35b08	FUN_00035b08	function	ble
ble_sub_35cd2	FUN_00035cd2	function	ble
ble_sub_3723e	FUN_0003723e	function	ble
ble_sub_38f4e	FUN_00038f4e	function	ble
ble_sub_39198	FUN_00039198	function	ble
ble_sub_393bc	FUN_000393bc	function	ble
ble_sub_39408	FUN_00039408	function	ble
ble_sub_39428	FUN_00039428	function	ble
ble_sub_3948a	FUN_0003948a	function	ble
ble_sub_39a84	FUN_00039a84	function	ble
ble_sub_39b82	FUN_00039b82	function	ble
ble_sub_39bc2	FUN_00039bc2	function	ble
ble_sub_39bcc	FUN_00039bcc	function	ble
ble_sub_39c02	FUN_00039c02	function	ble
ble_sub_3a244	FUN_0003a244	function	ble
ble_sub_3a688	FUN_0003a688	function	ble
ble_sub_3aad4	FUN_0003aad4	function	ble
ble_sub_3abf2	FUN_0003abf2	function	ble
ble_sub_3ae40	FUN_0003ae40	function	ble
ble_sub_3ae82	FUN_0003ae82	function	ble
ble_sub_3af2c	FUN_0003af2c	function	ble
ble_sub_3af8a	FUN_0003af8a	function	ble
ble_sub_3b0b8	FUN_0003b0b8	function	ble
ble_sub_3b34c	FUN_0003b34c	function	ble
ble_sub_3b47e	FUN_0003b47e	function	ble
ble_sub_3b512	FUN_0003b512	function	ble
ble_sub_3b538	FUN_0003b538	function	ble
ble_sub_3b5e6	FUN_0003b5e6	function	ble
ble_sub_3b6f6	FUN_0003b6f6	function	ble
ble_sub_3b8e0	FUN_0003b8e0	function	ble
ble_sub_3b904	FUN_0003b904	function	ble
ble_sub_3b932	FUN_0003b932	function	ble
ble_sub_3ba0a	FUN_0003ba0a	function	ble
ble_sub_3ba28	FUN_0003ba28	function	ble
ble_sub_3ba46	FUN_0003ba46	function	ble
ble_sub_3ba6e	FUN_0003ba6e	function	ble
ble_sub_3bad6	FUN_0003bad6	function	ble
ble_sub_3bb38	FUN_0003bb38	function	ble
ble_sub_3bd90	FUN_0003bd90	function	ble
ble_sub_3bdca	FUN_0003bdca	function	ble
ble_sub_3bde6	FUN_0003bde6	function	ble
ble_sub_3be98	FUN_0003be98	function	ble
ble_sub_3bf40	FUN_0003bf40	function	ble
ble_sub_3bfc2	FUN_0003bfc2	function	ble
ble_sub_3c008	FUN_0003c008	function	ble
ble_sub_3c438	FUN_0003c438	function	ble
ble_sub_3c48c	FUN_0003c48c	function	ble
ble_sub_3c52e	FUN_0003c52e	function	ble
ble_sub_3c574	FUN_0003c574	function	ble
ble_sub_3c6ce	FUN_0003c6ce	function	ble
ble_sub_3dc3c	FUN_0003dc3c	function	ble
ble_sub_3dcb0	FUN_0003dcb0	function	ble
ble_sub_3dcf8	FUN_0003dcf8	function	ble
ble_sub_3dd00	FUN_0003dd00	function	ble
ble_sub_3dd1c	FUN_0003dd1c	function	ble
ble_sub_3dd3a	FUN_0003dd3a	function	ble
ble_sub_3dd8e	FUN_0003dd8e	function	ble
ble_sub_3dfd2	FUN_0003dfd2	function	ble
ble_sub_3e03e	FUN_0003e03e	function	ble
ble_sub_3e0bc	FUN_0003e0bc	function	ble
ble_sub_3e268	FUN_0003e268	function	ble
ble_sub_3e304	FUN_0003e304	function	ble
ble_sub_3e432	FUN_0003e432	function	ble
ble_sub_3e498	FUN_0003e498	function	ble
ble_sub_3e516	FUN_0003e516	function	ble
ble_sub_3e552	FUN_0003e552	function	ble
ble_sub_3e590	FUN_0003e590	function	ble
ble_sub_3e5c4	FUN_0003e5c4	function	ble
ble_sub_3e5f0	FUN_0003e5f0	function	ble
ble_sub_3e6e2	FUN_0003e6e2	function	ble
ble_sub_3e716	FUN_0003e716	function	ble
ble_sub_3e732	FUN_0003e732	function	ble
ble_sub_3e958	FUN_0003e958	function	ble
ble_sub_3edee	FUN_0003edee	function	ble
ble_sub_3ee6e	FUN_0003ee6e	function	ble
ble_sub_3ef20	FUN_0003ef20	function	ble
ble_sub_3ef48	FUN_0003ef48	function	ble
ble_sub_3f25e	FUN_0003f25e	function	ble
ble_sub_3f3b0	FUN_0003f3b0	function	ble
ble_sub_3f46a	FUN_0003f46a	function	ble
ble_sub_3f86c	FUN_0003f86c	function	ble
ble_sub_3f9a0	FUN_0003f9a0	function	ble
ble_sub_3faaa	FUN_0003faaa	function	ble
ble_sub_3fb6a	FUN_0003fb6a	function	ble
ble_sub_3fd6e	FUN_0003fd6e	function	ble
ble_sub_3fdd4	FUN_0003fdd4	function	ble
ble_sub_3ff92	FUN_0003ff92	function	ble
ble_sub_400c6	FUN_000400c6	function	ble
ble_sub_40134	FUN_00040134	function	ble
ble_sub_40400	FUN_00040400	function	ble
ble_sub_405ae	FUN_000405ae	function	ble
ble_sub_40f74	FUN_00040f74	function	ble
ble_sub_41034	FUN_00041034	function	ble
ble_sub_41160	FUN_00041160	function	ble
ble_sub_41798	FUN_00041798	function	ble
ble_sub_41922	FUN_00041922	function	ble
ble_sub_41e78	FUN_00041e78	function	ble
ble_sub_420ee	FUN_000420ee	function	ble
ble_sub_42132	FUN_00042132	function	ble
ble_sub_42430	FUN_00042430	function	ble
ble_sub_42450	FUN_00042450	function	ble
ble_sub_429fc	FUN_000429fc	function	ble
boot_g_40d0cc	var_40d0cc	global	boot
boot_g_40d0d0	var_40d0d0	global	boot
boot_g_40d12c	var_40d12c	global	boot
boot_g_40d130	var_40d130	global	boot
boot_g_40f81c	var_40f81c	global	boot
boot_g_40f820	var_40f820	global	boot
boot_g_40fc0c	var_40fc0c	global	boot
boot_g_40fc10	var_40fc10	global	boot
boot_ro_287c0	ro_287c0	global	boot
boot_ro_28804	ro_28804	global	boot
boot_ro_28808	ro_28808	global	boot
boot_ro_2880c	ro_2880c	global	boot
boot_ro_28810	ro_28810	global	boot
boot_ro_28814	ro_28814	global	boot
boot_ro_28818	ro_28818	global	boot
boot_ro_2881c	ro_2881c	global	boot
boot_ro_28820	ro_28820	global	boot
boot_ro_289cc	ro_289cc	global	boot
boot_ro_289d0	ro_289d0	global	boot
boot_ro_289d4	ro_289d4	global	boot
boot_ro_289d8	ro_289d8	global	boot
boot_ro_289dc	ro_289dc	global	boot
boot_ro_289e0	ro_289e0	global	boot
boot_ro_289e4	ro_289e4	global	boot
boot_ro_289e8	ro_289e8	global	boot
boot_ro_289ec	ro_289ec	global	boot
boot_ro_28a1c	ro_28a1c	global	boot
boot_ro_292a4	ro_292a4	global	boot
boot_ro_292a8	ro_292a8	global	boot
boot_ro_292dc	ro_292dc	global	boot
boot_ro_292e0	ro_292e0	global	boot
boot_ro_29314	ro_29314	global	boot
boot_ro_29318	ro_29318	global	boot
boot_ro_2934c	ro_2934c	global	boot
boot_ro_29350	ro_29350	global	boot
boot_ro_46cd8	ro_46cd8	global	boot
boot_ro_46cdc	ro_46cdc	global	boot
boot_sub_28980	FUN_00028980	function	boot
boot_sub_289a8	FUN_000289a8	function	boot
dbg_g_401411	var_401411	global	dbg
dbg_ro_3b8d4	ro_3b8d4	global	dbg
dbg_ro_3b8d8	ro_3b8d8	global	dbg
flash_g_400ac3	var_400ac3	global	flash
flash_g_400b22	var_400b22	global	flash
flash_g_400ba8	var_400ba8	global	flash
flash_g_400bf4	var_400bf4	global	flash
flash_g_400c01	var_400c01	global	flash
flash_g_400c20	var_400c20	global	flash
flash_g_400c21	var_400c21	global	flash
flash_g_400c22	var_400c22	global	flash
flash_g_400c23	var_400c23	global	flash
flash_g_400c24	var_400c24	global	flash
flash_g_400c25	var_400c25	global	flash
flash_g_400de4	var_400de4	global	flash
flash_g_400de5	var_400de5	global	flash
flash_g_400de6	var_400de6	global	flash
flash_g_400de7	var_400de7	global	flash
flash_g_400de8	var_400de8	global	flash
flash_g_400de9	var_400de9	global	flash
flash_g_400dea	var_400dea	global	flash
flash_g_400deb	var_400deb	global	flash
flash_g_400dec	var_400dec	global	flash
flash_g_400ded	var_400ded	global	flash
flash_g_400dee	var_400dee	global	flash
flash_g_400def	var_400def	global	flash
flash_g_400df0	var_400df0	global	flash
flash_g_400df1	var_400df1	global	flash
flash_g_400df2	var_400df2	global	flash
flash_g_400df3	var_400df3	global	flash
flash_g_400e15	var_400e15	global	flash
flash_g_400e16	var_400e16	global	flash
flash_g_400e17	var_400e17	global	flash
flash_g_400e1f	var_400e1f	global	flash
flash_g_400e20	var_400e20	global	flash
flash_g_400e21	var_400e21	global	flash
flash_g_400e57	var_400e57	global	flash
flash_g_400e58	var_400e58	global	flash
flash_g_400f43	var_400f43	global	flash
flash_g_400fb1	var_400fb1	global	flash
flash_g_400fed	var_400fed	global	flash
flash_g_401000	var_401000	global	flash
flash_g_401001	var_401001	global	flash
flash_g_401002	var_401002	global	flash
flash_g_401003	var_401003	global	flash
flash_g_401004	var_401004	global	flash
flash_g_401005	var_401005	global	flash
flash_g_401006	var_401006	global	flash
flash_g_401007	var_401007	global	flash
flash_g_401009	var_401009	global	flash
flash_g_40100a	var_40100a	global	flash
flash_g_40100b	var_40100b	global	flash
flash_g_40100d	var_40100d	global	flash
flash_g_40100f	var_40100f	global	flash
flash_g_401017	var_401017	global	flash
flash_g_401048	var_401048	global	flash
flash_g_40104a	var_40104a	global	flash
flash_g_401052	var_401052	global	flash
flash_g_40108a	var_40108a	global	flash
flash_g_401110	var_401110	global	flash
flash_g_401116	var_401116	global	flash
flash_g_401117	var_401117	global	flash
flash_g_40111a	var_40111a	global	flash
flash_g_403fa8	var_403fa8	global	flash
flash_ro_29d40	ro_29d40	global	flash
flash_ro_29d50	ro_29d50	global	flash
flash_ro_301f4	ro_301f4	global	flash
flash_ro_30640	ro_30640	global	flash
flash_ro_30644	ro_30644	global	flash
flash_ro_30674	ro_30674	global	flash
flash_ro_3068c	ro_3068c	global	flash
flash_ro_30690	ro_30690	global	flash
flash_ro_306b8	ro_306b8	global	flash
flash_ro_306e0	ro_306e0	global	flash
flash_ro_30af8	ro_30af8	global	flash
flash_ro_30afc	ro_30afc	global	flash
flash_ro_30b00	ro_30b00	global	flash
flash_ro_30b24	ro_30b24	global	flash
flash_ro_30b28	ro_30b28	global	flash
flash_ro_30b2c	ro_30b2c	global	flash
flash_ro_30c14	ro_30c14	global	flash
flash_ro_30ff8	ro_30ff8	global	flash
flash_ro_30ffc	ro_30ffc	global	flash
flash_ro_31000	ro_31000	global	flash
flash_ro_31004	ro_31004	global	flash
flash_ro_31008	ro_31008	global	flash
flash_ro_3100c	ro_3100c	global	flash
flash_ro_31010	ro_31010	global	flash
flash_ro_31014	ro_31014	global	flash
flash_ro_31018	ro_31018	global	flash
flash_ro_3101c	ro_3101c	global	flash
flash_ro_31020	ro_31020	global	flash
flash_ro_31054	ro_31054	global	flash
flash_ro_31058	ro_31058	global	flash
flash_ro_3105c	ro_3105c	global	flash
flash_ro_31060	ro_31060	global	flash
flash_ro_31064	ro_31064	global	flash
flash_ro_310c4	ro_310c4	global	flash
flash_ro_31c08	ro_31c08	global	flash
flash_ro_31c10	ro_31c10	global	flash
flash_ro_31c14	ro_31c14	global	flash
flash_ro_31c18	ro_31c18	global	flash
flash_ro_32a4c	ro_32a4c	global	flash
flash_ro_32fdc	ro_32fdc	global	flash
flash_ro_37380	ro_37380	global	flash
flash_ro_37394	ro_37394	global	flash
flash_ro_37398	ro_37398	global	flash
flash_ro_3739c	ro_3739c	global	flash
flash_ro_373a0	ro_373a0	global	flash
flash_ro_373a4	ro_373a4	global	flash
flash_ro_373a8	ro_373a8	global	flash
flash_ro_373ac	ro_373ac	global	flash
flash_ro_373c0	ro_373c0	global	flash
flash_ro_373c4	ro_373c4	global	flash
flash_ro_37644	ro_37644	global	flash
flash_ro_37648	ro_37648	global	flash
flash_ro_3765c	ro_3765c	global	flash
flash_ro_3768c	ro_3768c	global	flash
flash_ro_37690	ro_37690	global	flash
flash_ro_37694	ro_37694	global	flash
flash_ro_37698	ro_37698	global	flash
flash_ro_3769c	ro_3769c	global	flash
flash_ro_376a0	ro_376a0	global	flash
flash_ro_38230	ro_38230	global	flash
flash_ro_39594	ro_39594	global	flash
flash_ro_39598	ro_39598	global	flash
flash_ro_3959c	ro_3959c	global	flash
flash_ro_395a0	ro_395a0	global	flash
flash_ro_395a4	ro_395a4	global	flash
flash_ro_395a8	ro_395a8	global	flash
flash_ro_395ac	ro_395ac	global	flash
flash_ro_395b0	ro_395b0	global	flash
flash_ro_395b4	ro_395b4	global	flash
flash_ro_395b8	ro_395b8	global	flash
flash_ro_395bc	ro_395bc	global	flash
flash_ro_395c0	ro_395c0	global	flash
flash_ro_395c4	ro_395c4	global	flash
flash_ro_395cc	ro_395cc	global	flash
flash_ro_395d0	ro_395d0	global	flash
flash_ro_395ec	ro_395ec	global	flash
flash_ro_399b0	ro_399b0	global	flash
flash_ro_39a24	ro_39a24	global	flash
flash_ro_39a48	ro_39a48	global	flash
flash_ro_39a6c	ro_39a6c	global	flash
flash_ro_39a7c	ro_39a7c	global	flash
flash_ro_39a80	ro_39a80	global	flash
flash_ro_3c4f0	ro_3c4f0	global	flash
flash_ro_3c4f4	ro_3c4f4	global	flash
flash_ro_3c4f8	ro_3c4f8	global	flash
flash_ro_3cc1c	ro_3cc1c	global	flash
flash_ro_3d194	ro_3d194	global	flash
flash_ro_3d198	ro_3d198	global	flash
flash_ro_3d19c	ro_3d19c	global	flash
flash_ro_3d1a0	ro_3d1a0	global	flash
flash_ro_3d1a4	ro_3d1a4	global	flash
flash_ro_43fa0	ro_43fa0	global	flash
flash_ro_43fa6	ro_43fa6	global	flash
flash_ro_43fa8	ro_43fa8	global	flash
flash_ro_43faa	ro_43faa	global	flash
flash_ro_43fac	ro_43fac	global	flash
flash_ro_43fae	ro_43fae	global	flash
flash_ro_43fb0	ro_43fb0	global	flash
flash_ro_43fb6	ro_43fb6	global	flash
flash_ro_43fb8	ro_43fb8	global	flash
flash_ro_43fe9	ro_43fe9	global	flash
flash_ro_43ff3	ro_43ff3	global	flash
flash_ro_4402c	ro_4402c	global	flash
flash_ro_44354	ro_44354	global	flash
flash_ro_44698	ro_44698	global	flash
flash_ro_460fd	ro_460fd	global	flash
flash_ro_460fe	ro_460fe	global	flash
flash_sub_29988	FUN_00029988	function	flash
flash_sub_29a04	FUN_00029a04	function	flash
flash_sub_2cbc8	FUN_0002cbc8	function	flash
flash_sub_2fef0	FUN_0002fef0	function	flash
flash_sub_3050c	FUN_0003050c	function	flash
flash_sub_31808	FUN_00031808	function	flash
flash_sub_3262c	FUN_0003262c	function	flash
flash_sub_32658	FUN_00032658	function	flash
flash_sub_32e82	FUN_00032e82	function	flash
flash_sub_32f16	FUN_00032f16	function	flash
flash_sub_333f0	FUN_000333f0	function	flash
flash_sub_36cbe	FUN_00036cbe	function	flash
flash_sub_36cee	FUN_00036cee	function	flash
flash_sub_36f88	FUN_00036f88	function	flash
flash_sub_36fec	FUN_00036fec	function	flash
flash_sub_36ff8	FUN_00036ff8	function	flash
flash_sub_37004	FUN_00037004	function	flash
flash_sub_37b02	FUN_00037b02	function	flash
flash_sub_38068	FUN_00038068	function	flash
flash_sub_38072	FUN_00038072	function	flash
flash_sub_38144	FUN_00038144	function	flash
flash_sub_391c0	FUN_000391c0	function	flash
flash_sub_391e2	FUN_000391e2	function	flash
flash_sub_391fc	FUN_000391fc	function	flash
flash_sub_392b8	FUN_000392b8	function	flash
flash_sub_3932e	FUN_0003932e	function	flash
flash_sub_3943c	FUN_0003943c	function	flash
flash_sub_39526	FUN_00039526	function	flash
flash_sub_396da	FUN_000396da	function	flash
flash_sub_39708	FUN_00039708	function	flash
flash_sub_3976e	FUN_0003976e	function	flash
flash_sub_3c2c6	FUN_0003c2c6	function	flash
flash_sub_3c8b6	FUN_0003c8b6	function	flash
flash_sub_3cf7c	FUN_0003cf7c	function	flash
flash_sub_3e4d2	FUN_0003e4d2	function	flash
flash_sub_3e4ea	FUN_0003e4ea	function	flash
input_g_400aa2	var_400aa2	global	input
input_g_400b02	var_400b02	global	input
input_ro_2b698	ro_2b698	global	input
input_ro_32d64	ro_32d64	global	input
input_ro_32d68	ro_32d68	global	input
input_ro_32d6c	ro_32d6c	global	input
input_ro_32d9c	ro_32d9c	global	input
input_ro_32df8	ro_32df8	global	input
input_ro_32dfc	ro_32dfc	global	input
input_ro_32e2c	ro_32e2c	global	input
input_ro_33fb8	ro_33fb8	global	input
input_ro_33fcc	ro_33fcc	global	input
input_ro_33fd0	ro_33fd0	global	input
input_ro_33fd4	ro_33fd4	global	input
input_ro_33fdc	ro_33fdc	global	input
input_ro_33fe0	ro_33fe0	global	input
input_ro_33fe4	ro_33fe4	global	input
input_ro_33fe8	ro_33fe8	global	input
input_ro_33fec	ro_33fec	global	input
input_ro_33ff0	ro_33ff0	global	input
input_ro_33ffc	ro_33ffc	global	input
input_ro_34000	ro_34000	global	input
input_ro_34004	ro_34004	global	input
input_ro_34008	ro_34008	global	input
input_ro_3400c	ro_3400c	global	input
input_ro_34010	ro_34010	global	input
input_ro_3402c	ro_3402c	global	input
input_ro_34a38	ro_34a38	global	input
input_ro_34a58	ro_34a58	global	input
input_ro_34a5c	ro_34a5c	global	input
input_ro_34a60	ro_34a60	global	input
input_ro_3ad04	ro_3ad04	global	input
input_ro_3d0b8	ro_3d0b8	global	input
input_ro_3d108	ro_3d108	global	input
input_ro_3d6c4	ro_3d6c4	global	input
input_ro_3d6cc	ro_3d6cc	global	input
input_ro_3d6d0	ro_3d6d0	global	input
input_ro_3d6d8	ro_3d6d8	global	input
input_ro_3d6e4	ro_3d6e4	global	input
input_ro_3d6ec	ro_3d6ec	global	input
input_ro_3d6f0	ro_3d6f0	global	input
input_ro_3d6f4	ro_3d6f4	global	input
input_ro_42550	ro_42550	global	input
input_ro_4256c	ro_4256c	global	input
input_ro_427f0	ro_427f0	global	input
input_ro_428e0	ro_428e0	global	input
input_ro_4291c	ro_4291c	global	input
input_ro_42920	ro_42920	global	input
input_ro_429f8	ro_429f8	global	input
input_ro_42c54	ro_42c54	global	input
input_ro_42c58	ro_42c58	global	input
input_ro_42c5c	ro_42c5c	global	input
input_ro_42c60	ro_42c60	global	input
input_ro_42c64	ro_42c64	global	input
input_ro_42c68	ro_42c68	global	input
input_ro_42c6c	ro_42c6c	global	input
input_ro_43064	ro_43064	global	input
input_ro_43072	ro_43072	global	input
input_ro_43354	ro_43354	global	input
input_ro_43358	ro_43358	global	input
input_ro_4335c	ro_4335c	global	input
input_ro_43360	ro_43360	global	input
input_sub_311b4	FUN_000311b4	function	input
input_sub_33db8	FUN_00033db8	function	input
input_sub_34414	FUN_00034414	function	input
input_sub_34426	FUN_00034426	function	input
input_sub_39af0	FUN_00039af0	function	input
input_sub_39bae	FUN_00039bae	function	input
input_sub_3a900	FUN_0003a900	function	input
input_sub_3cd24	FUN_0003cd24	function	input
input_sub_3ce00	FUN_0003ce00	function	input
input_sub_3d57c	FUN_0003d57c	function	input
input_sub_3d5dc	FUN_0003d5dc	function	input
input_sub_42484	FUN_00042484	function	input
input_sub_42554	FUN_00042554	function	input
input_sub_42570	FUN_00042570	function	input
input_sub_425d0	FUN_000425d0	function	input
input_sub_425ea	FUN_000425ea	function	input
input_sub_42690	FUN_00042690	function	input
input_sub_427f4	FUN_000427f4	function	input
input_sub_428e4	FUN_000428e4	function	input
input_sub_42924	FUN_00042924	function	input
input_sub_4296c	FUN_0004296c	function	input
input_sub_4298c	FUN_0004298c	function	input
input_sub_429ae	FUN_000429ae	function	input
input_sub_429d4	FUN_000429d4	function	input
input_sub_42b18	FUN_00042b18	function	input
input_sub_42c70	FUN_00042c70	function	input
input_sub_43364	FUN_00043364	function	input
input_sub_43384	FUN_00043384	function	input
input_sub_433b0	FUN_000433b0	function	input
led_g_400a21	var_400a21	global	led
led_g_400a22	var_400a22	global	led
led_g_400a39	var_400a39	global	led
led_g_400a3a	var_400a3a	global	led
led_g_400a70	var_400a70	global	led
led_g_400a7d	var_400a7d	global	led
led_g_400aae	var_400aae	global	led
led_g_400ac1	var_400ac1	global	led
led_g_400acc	var_400acc	global	led
led_g_400ace	var_400ace	global	led
led_g_400ad0	var_400ad0	global	led
led_g_400b4c	var_400b4c	global	led
led_g_400b4d	var_400b4d	global	led
led_g_400b4e	var_400b4e	global	led
led_g_400b51	var_400b51	global	led
led_g_400b52	var_400b52	global	led
led_g_400b53	var_400b53	global	led
led_g_400d7d	var_400d7d	global	led
led_g_400d7e	var_400d7e	global	led
led_g_400d7f	var_400d7f	global	led
led_g_400d80	var_400d80	global	led
led_g_400d81	var_400d81	global	led
led_g_400d82	var_400d82	global	led
led_ro_2a970	ro_2a970	global	led
led_ro_2a974	ro_2a974	global	led
led_ro_2a978	ro_2a978	global	led
led_ro_2a9a0	ro_2a9a0	global	led
led_ro_2ae0c	ro_2ae0c	global	led
led_ro_2ae10	ro_2ae10	global	led
led_ro_2ae14	ro_2ae14	global	led
led_ro_2ae18	ro_2ae18	global	led
led_ro_2ae1c	ro_2ae1c	global	led
led_ro_2ae20	ro_2ae20	global	led
led_ro_2ae24	ro_2ae24	global	led
led_ro_2ae28	ro_2ae28	global	led
led_ro_2ae2c	ro_2ae2c	global	led
led_ro_2ae30	ro_2ae30	global	led
led_ro_2b034	ro_2b034	global	led
led_ro_2b050	ro_2b050	global	led
led_ro_2b054	ro_2b054	global	led
led_ro_2b058	ro_2b058	global	led
led_ro_2b05c	ro_2b05c	global	led
led_ro_2b060	ro_2b060	global	led
led_ro_2b064	ro_2b064	global	led
led_ro_2b068	ro_2b068	global	led
led_ro_2b0ac	ro_2b0ac	global	led
led_ro_2b0b0	ro_2b0b0	global	led
led_ro_2b0b4	ro_2b0b4	global	led
led_ro_2b0d4	ro_2b0d4	global	led
led_ro_2b0d8	ro_2b0d8	global	led
led_ro_2b560	ro_2b560	global	led
led_ro_2bc20	ro_2bc20	global	led
led_ro_2bc24	ro_2bc24	global	led
led_ro_2bc28	ro_2bc28	global	led
led_ro_2bc2c	ro_2bc2c	global	led
led_ro_2bc30	ro_2bc30	global	led
led_ro_2bc34	ro_2bc34	global	led
led_ro_2bc38	ro_2bc38	global	led
led_ro_2bc3c	ro_2bc3c	global	led
led_ro_2bc40	ro_2bc40	global	led
led_ro_2bc44	ro_2bc44	global	led
led_ro_2bc48	ro_2bc48	global	led
led_ro_2bc4c	ro_2bc4c	global	led
led_ro_2bc50	ro_2bc50	global	led
led_ro_2bc54	ro_2bc54	global	led
led_ro_2bc80	ro_2bc80	global	led
led_ro_2bc84	ro_2bc84	global	led
led_ro_2bc88	ro_2bc88	global	led
led_ro_2bc8c	ro_2bc8c	global	led
led_ro_2bc90	ro_2bc90	global	led
led_ro_2bc94	ro_2bc94	global	led
led_ro_2bc98	ro_2bc98	global	led
led_ro_2bc9c	ro_2bc9c	global	led
led_ro_2edd8	ro_2edd8	global	led
led_ro_2eddc	ro_2eddc	global	led
led_ro_2ee00	ro_2ee00	global	led
led_ro_2ee2c	ro_2ee2c	global	led
led_ro_2ee34	ro_2ee34	global	led
led_ro_2ee38	ro_2ee38	global	led
led_ro_2ee3c	ro_2ee3c	global	led
led_ro_2ee40	ro_2ee40	global	led
led_ro_2ee44	ro_2ee44	global	led
led_ro_2ee48	ro_2ee48	global	led
led_ro_2ee4c	ro_2ee4c	global	led
led_ro_2ee50	ro_2ee50	global	led
led_ro_301fc	ro_301fc	global	led
led_ro_30200	ro_30200	global	led
led_ro_30204	ro_30204	global	led
led_ro_30208	ro_30208	global	led
led_ro_3020c	ro_3020c	global	led
led_ro_30210	ro_30210	global	led
led_ro_30214	ro_30214	global	led
led_ro_30218	ro_30218	global	led
led_ro_3021c	ro_3021c	global	led
led_ro_30220	ro_30220	global	led
led_ro_30224	ro_30224	global	led
led_ro_30228	ro_30228	global	led
led_ro_3168c	ro_3168c	global	led
led_ro_31690	ro_31690	global	led
led_ro_31694	ro_31694	global	led
led_ro_31698	ro_31698	global	led
led_ro_3169c	ro_3169c	global	led
led_ro_316a0	ro_316a0	global	led
led_ro_316a4	ro_316a4	global	led
led_ro_316a8	ro_316a8	global	led
led_ro_316ac	ro_316ac	global	led
led_ro_32a90	ro_32a90	global	led
led_ro_32a94	ro_32a94	global	led
led_ro_32a9c	ro_32a9c	global	led
led_ro_32b08	ro_32b08	global	led
led_ro_32e30	ro_32e30	global	led
led_ro_32e34	ro_32e34	global	led
led_ro_32e38	ro_32e38	global	led
led_ro_32e3c	ro_32e3c	global	led
led_ro_32e40	ro_32e40	global	led
led_ro_32e44	ro_32e44	global	led
led_ro_32e48	ro_32e48	global	led
led_ro_32e4c	ro_32e4c	global	led
led_ro_32e50	ro_32e50	global	led
led_ro_34a80	ro_34a80	global	led
led_ro_34a84	ro_34a84	global	led
led_ro_34a90	ro_34a90	global	led
led_ro_36db0	ro_36db0	global	led
led_ro_3bfa4	ro_3bfa4	global	led
led_ro_3d11c	ro_3d11c	global	led
led_ro_43508	ro_43508	global	led
led_ro_4350a	ro_4350a	global	led
led_sub_2a69e	FUN_0002a69e	function	led
led_sub_2c124	FUN_0002c124	function	led
led_sub_2ff18	FUN_0002ff18	function	led
led_sub_31244	FUN_00031244	function	led
led_sub_31454	FUN_00031454	function	led
led_sub_31492	FUN_00031492	function	led
led_sub_314d2	FUN_000314d2	function	led
led_sub_31500	FUN_00031500	function	led
led_sub_31524	FUN_00031524	function	led
led_sub_32892	FUN_00032892	function	led
led_sub_328c2	FUN_000328c2	function	led
led_sub_32942	FUN_00032942	function	led
led_sub_36aae	FUN_00036aae	function	led
led_sub_36ad0	FUN_00036ad0	function	led
led_sub_36caa	FUN_00036caa	function	led
led_sub_36d0e	FUN_00036d0e	function	led
led_sub_36e88	FUN_00036e88	function	led
led_sub_36eb8	FUN_00036eb8	function	led
led_sub_3b5b6	FUN_0003b5b6	function	led
led_sub_3beb4	FUN_0003beb4	function	led
led_sub_3c842	FUN_0003c842	function	led
led_sub_3c852	FUN_0003c852	function	led
led_sub_3c886	FUN_0003c886	function	led
led_sub_3c896	FUN_0003c896	function	led
led_sub_3c8dc	FUN_0003c8dc	function	led
led_sub_3c90c	FUN_0003c90c	function	led
led_sub_3c92c	FUN_0003c92c	function	led
led_sub_3ce52	FUN_0003ce52	function	led
led_sub_3d24a	FUN_0003d24a	function	led
led_sub_3d382	FUN_0003d382	function	led
led_sub_3d3f4	FUN_0003d3f4	function	led
led_sub_3d51e	FUN_0003d51e	function	led
led_sub_3d530	FUN_0003d530	function	led
misc_g_400a17	var_400a17	global	misc
misc_g_400a4f	var_400a4f	global	misc
misc_g_400b2e	var_400b2e	global	misc
misc_g_400b56	var_400b56	global	misc
misc_g_400b58	var_400b58	global	misc
misc_g_400c38	var_400c38	global	misc
misc_g_400c3a	var_400c3a	global	misc
misc_g_400c3c	var_400c3c	global	misc
misc_g_400c40	var_400c40	global	misc
misc_g_400c52	var_400c52	global	misc
misc_g_4010a5	var_4010a5	global	misc
misc_g_4010aa	var_4010aa	global	misc
misc_g_4010ab	var_4010ab	global	misc
misc_g_401350	var_401350	global	misc
misc_g_401351	var_401351	global	misc
misc_g_4013a0	var_4013a0	global	misc
misc_g_401490	var_401490	global	misc
misc_g_403fac	var_403fac	global	misc
misc_g_403fb0	var_403fb0	global	misc
misc_g_403fb4	var_403fb4	global	misc
misc_g_403fb6	var_403fb6	global	misc
misc_g_403fc4	var_403fc4	global	misc
misc_g_403fc8	var_403fc8	global	misc
