new_name	old_name	kind	subsystem
misc_g_403fcc	var_403fcc	global	misc
misc_g_403fce	var_403fce	global	misc
misc_ro_289f4	ro_289f4	global	misc
misc_ro_289fc	ro_289fc	global	misc
misc_ro_28a04	ro_28a04	global	misc
misc_ro_28a0c	ro_28a0c	global	misc
misc_ro_28a14	ro_28a14	global	misc
misc_ro_297e4	ro_297e4	global	misc
misc_ro_2ada4	ro_2ada4	global	misc
misc_ro_2ada8	ro_2ada8	global	misc
misc_ro_2adac	ro_2adac	global	misc
misc_ro_2adb0	ro_2adb0	global	misc
misc_ro_2b0dc	ro_2b0dc	global	misc
misc_ro_2b0e0	ro_2b0e0	global	misc
misc_ro_2b0e4	ro_2b0e4	global	misc
misc_ro_2b0e8	ro_2b0e8	global	misc
misc_ro_2b0ec	ro_2b0ec	global	misc
misc_ro_2b0f0	ro_2b0f0	global	misc
misc_ro_2b0f4	ro_2b0f4	global	misc
misc_ro_2b0f8	ro_2b0f8	global	misc
misc_ro_2b0fc	ro_2b0fc	global	misc
misc_ro_2b100	ro_2b100	global	misc
misc_ro_2b104	ro_2b104	global	misc
misc_ro_2b108	ro_2b108	global	misc
misc_ro_2b10c	ro_2b10c	global	misc
misc_ro_2b110	ro_2b110	global	misc
misc_ro_2b114	ro_2b114	global	misc
misc_ro_2b118	ro_2b118	global	misc
misc_ro_2b11c	ro_2b11c	global	misc
misc_ro_2b120	ro_2b120	global	misc
misc_ro_2b124	ro_2b124	global	misc
misc_ro_2b5ec	ro_2b5ec	global	misc
misc_ro_2bfc0	ro_2bfc0	global	misc
misc_ro_2c0d8	ro_2c0d8	global	misc
misc_ro_2c2b8	ro_2c2b8	global	misc
misc_ro_2d8a4	ro_2d8a4	global	misc
misc_ro_2de58	ro_2de58	global	misc
misc_ro_2de5c	ro_2de5c	global	misc
misc_ro_2de60	ro_2de60	global	misc
misc_ro_2e634	ro_2e634	global	misc
misc_ro_2e7b8	ro_2e7b8	global	misc
misc_ro_2e804	ro_2e804	global	misc
misc_ro_2f6c8	ro_2f6c8	global	misc
misc_ro_32554	ro_32554	global	misc
misc_ro_3258c	ro_3258c	global	misc
misc_ro_325d8	ro_325d8	global	misc
misc_ro_325dc	ro_325dc	global	misc
misc_ro_325e0	ro_325e0	global	misc
misc_ro_325e4	ro_325e4	global	misc
misc_ro_325e8	ro_325e8	global	misc
misc_ro_32fbc	ro_32fbc	global	misc
misc_ro_32fc0	ro_32fc0	global	misc
misc_ro_32fc4	ro_32fc4	global	misc
misc_ro_32fc8	ro_32fc8	global	misc
misc_ro_32fcc	ro_32fcc	global	misc
misc_ro_32fd0	ro_32fd0	global	misc
misc_ro_32fd4	ro_32fd4	global	misc
misc_ro_32fd8	ro_32fd8	global	misc
misc_ro_32fe0	ro_32fe0	global	misc
misc_ro_38340	ro_38340	global	misc
misc_ro_38344	ro_38344	global	misc
misc_ro_399a0	ro_399a0	global	misc
misc_ro_399a4	ro_399a4	global	misc
misc_ro_399a8	ro_399a8	global	misc
misc_ro_399ac	ro_399ac	global	misc
misc_ro_39c08	ro_39c08	global	misc
misc_ro_3a8fc	ro_3a8fc	global	misc
misc_ro_3ad2c	ro_3ad2c	global	misc
misc_ro_3ad94	ro_3ad94	global	misc
misc_ro_3ad98	ro_3ad98	global	misc
misc_ro_3ae34	ro_3ae34	global	misc
misc_ro_3ae38	ro_3ae38	global	misc
misc_ro_3c164	ro_3c164	global	misc
misc_ro_3c168	ro_3c168	global	misc
misc_ro_3c808	ro_3c808	global	misc
misc_ro_3e104	ro_3e104	global	misc
misc_ro_3f498	ro_3f498	global	misc
misc_ro_40154	ro_40154	global	misc
misc_ro_40cdc	ro_40cdc	global	misc
misc_ro_41fb4	ro_41fb4	global	misc
misc_ro_42964	ro_42964	global	misc
misc_ro_42968	ro_42968	global	misc
misc_ro_4469d	ro_4469d	global	misc
misc_ro_4469e	ro_4469e	global	misc
misc_ro_4469f	ro_4469f	global	misc
misc_ro_4624c	ro_4624c	global	misc
misc_ro_462e4	ro_462e4	global	misc
misc_ro_463d8	ro_463d8	global	misc
misc_ro_464ac	ro_464ac	global	misc
misc_ro_465b8	ro_465b8	global	misc
misc_ro_46740	ro_46740	global	misc
misc_ro_467cc	ro_467cc	global	misc
misc_ro_46ca4	ro_46ca4	global	misc
misc_ro_46ca8	ro_46ca8	global	misc
misc_ro_46cac	ro_46cac	global	misc
misc_ro_46cb0	ro_46cb0	global	misc
misc_sub_289f0	FUN_000289f0	function	
misc_sub_289f8	FUN_000289f8	function	
misc_sub_28a00	FUN_00028a00	function	
misc_sub_28a08	FUN_00028a08	function	
misc_sub_28a10	FUN_00028a10	function	
misc_sub_294f8	FUN_000294f8	function	
misc_sub_29764	FUN_00029764	function	
misc_sub_2a9d0	FUN_0002a9d0	function	
misc_sub_2af72	FUN_0002af72	function	
misc_sub_2be06	FUN_0002be06	function	
misc_sub_2bf04	FUN_0002bf04	function	
misc_sub_2c046	FUN_0002c046	function	
misc_sub_2c0dc	FUN_0002c0dc	function	
misc_sub_2cda6	FUN_0002cda6	function	
misc_sub_2d4a0	FUN_0002d4a0	function	
misc_sub_2da7e	FUN_0002da7e	function	
misc_sub_2f4da	FUN_0002f4da	function	
misc_sub_2f61c	FUN_0002f61c	function	
misc_sub_2f9e4	FUN_0002f9e4	function	
misc_sub_30f34	FUN_00030f34	function	
misc_sub_324a4	FUN_000324a4	function	
misc_sub_32eae	FUN_00032eae	function	
misc_sub_32f40	FUN_00032f40	function	
misc_sub_32fe6	FUN_00032fe6	function	
misc_sub_36b14	FUN_00036b14	function	
misc_sub_36f34	FUN_00036f34	function	
misc_sub_36f56	FUN_00036f56	function	
misc_sub_3779a	FUN_0003779a	function	
misc_sub_377d6	FUN_000377d6	function	
misc_sub_382ec	FUN_000382ec	function	
misc_sub_3838c	FUN_0003838c	function	
misc_sub_39696	FUN_00039696	function	
misc_sub_39b36	FUN_00039b36	function	
misc_sub_39c1e	FUN_00039c1e	function	
misc_sub_3a776	FUN_0003a776	function	
misc_sub_3a7a4	FUN_0003a7a4	function	
misc_sub_3a990	FUN_0003a990	function	
misc_sub_3aa88	FUN_0003aa88	function	
misc_sub_3aaae	FUN_0003aaae	function	
misc_sub_3ab30	FUN_0003ab30	function	
misc_sub_3ab60	FUN_0003ab60	function	
misc_sub_3aba4	FUN_0003aba4	function	
misc_sub_3ac82	FUN_0003ac82	function	
misc_sub_3aca4	FUN_0003aca4	function	
misc_sub_3ad9c	FUN_0003ad9c	function	
misc_sub_3b73e	FUN_0003b73e	function	
misc_sub_3b74a	FUN_0003b74a	function	
misc_sub_3b760	FUN_0003b760	function	
misc_sub_3b7ce	FUN_0003b7ce	function	
misc_sub_3b7d4	FUN_0003b7d4	function	
misc_sub_3b882	FUN_0003b882	function	
misc_sub_3b9dc	FUN_0003b9dc	function	
misc_sub_3b9f2	FUN_0003b9f2	function	
misc_sub_3c0e4	FUN_0003c0e4	function	
misc_sub_3c114	FUN_0003c114	function	
misc_sub_3c2e6	FUN_0003c2e6	function	
misc_sub_3c338	FUN_0003c338	function	
misc_sub_3c39c	FUN_0003c39c	function	
misc_sub_3c51a	FUN_0003c51a	function	
misc_sub_3c534	FUN_0003c534	function	
misc_sub_3c57a	FUN_0003c57a	function	
misc_sub_3c738	FUN_0003c738	function	
misc_sub_3c75a	FUN_0003c75a	function	
misc_sub_3dd56	FUN_0003dd56	function	
misc_sub_3e7b4	FUN_0003e7b4	function	
misc_sub_3e976	FUN_0003e976	function	
misc_sub_3e9b8	FUN_0003e9b8	function	
misc_sub_3e9f8	FUN_0003e9f8	function	
misc_sub_3ec18	FUN_0003ec18	function	
misc_sub_3ec6a	FUN_0003ec6a	function	
misc_sub_3ee3a	FUN_0003ee3a	function	
misc_sub_3efc6	FUN_0003efc6	function	
misc_sub_3efee	FUN_0003efee	function	
misc_sub_3eff4	FUN_0003eff4	function	
misc_sub_3f02a	FUN_0003f02a	function	
misc_sub_3f066	FUN_0003f066	function	
misc_sub_3f370	FUN_0003f370	function	
misc_sub_3f464	FUN_0003f464	function	
misc_sub_3fa7a	FUN_0003fa7a	function	
misc_sub_3fb64	FUN_0003fb64	function	
misc_sub_3fd3a	FUN_0003fd3a	function	
misc_sub_4008a	FUN_0004008a	function	
misc_sub_4012e	FUN_0004012e	function	
misc_sub_40528	FUN_00040528	function	
misc_sub_40be8	FUN_00040be8	function	
misc_sub_40d28	FUN_00040d28	function	
misc_sub_41540	FUN_00041540	function	
misc_sub_41552	FUN_00041552	function	
misc_sub_41574	FUN_00041574	function	
misc_sub_4157a	FUN_0004157a	function	
misc_sub_4186c	FUN_0004186c	function	
misc_sub_41efc	FUN_00041efc	function	
misc_sub_41f5e	FUN_00041f5e	function	
misc_sub_4294c	FUN_0004294c	function	
misc_sub_42af0	FUN_00042af0	function	
misc_sub_4407a	FUN_0004407a	function	
ota_g_400d10	var_400d10	global	ota
ota_g_400d11	var_400d11	global	ota
ota_g_400d12	var_400d12	global	ota
ota_g_400d14	var_400d14	global	ota
ota_g_400d16	var_400d16	global	ota
ota_g_400d18	var_400d18	global	ota
ota_g_4040a0	var_4040a0	global	ota
ota_g_4040a2	var_4040a2	global	ota
ota_g_4040b9	var_4040b9	global	ota
ota_ro_2cb64	ro_2cb64	global	ota
ota_ro_39194	ro_39194	global	ota
ota_ro_3ebc0	ro_3ebc0	global	ota
ota_ro_3fcf0	ro_3fcf0	global	ota
ota_ro_40864	ro_40864	global	ota
ota_ro_40888	ro_40888	global	ota
ota_ro_40954	ro_40954	global	ota
ota_ro_40c18	ro_40c18	global	ota
ota_ro_40c30	ro_40c30	global	ota
ota_ro_40c34	ro_40c34	global	ota
ota_ro_40c38	ro_40c38	global	ota
ota_ro_40c3c	ro_40c3c	global	ota
ota_ro_41fb8	ro_41fb8	global	ota
ota_ro_44388	ro_44388	global	ota
ota_sub_3e7d2	FUN_0003e7d2	function	ota
ota_sub_3e854	FUN_0003e854	function	ota
ota_sub_3e888	FUN_0003e888	function	ota
ota_sub_3e8c2	FUN_0003e8c2	function	ota
ota_sub_3e902	FUN_0003e902	function	ota
ota_sub_3eb28	FUN_0003eb28	function	ota
ota_sub_3ee1a	FUN_0003ee1a	function	ota
ota_sub_3ee2a	FUN_0003ee2a	function	ota
ota_sub_3f3cc	FUN_0003f3cc	function	ota
ota_sub_3f418	FUN_0003f418	function	ota
ota_sub_3fb24	FUN_0003fb24	function	ota
ota_sub_3fbda	FUN_0003fbda	function	ota
ota_sub_400e2	FUN_000400e2	function	ota
ota_sub_40568	FUN_00040568	function	ota
ota_sub_406c0	FUN_000406c0	function	ota
ota_sub_40768	FUN_00040768	function	ota
ota_sub_41f62	FUN_00041f62	function	ota
power_g_400a3c	var_400a3c	global	power
power_g_400a3d	var_400a3d	global	power
power_g_400a72	var_400a72	global	power
power_g_400a7a	var_400a7a	global	power
power_g_400a92	var_400a92	global	power
power_g_400ae3	var_400ae3	global	power
power_g_400c06	var_400c06	global	power
power_g_400c08	var_400c08	global	power
power_g_400c4a	var_400c4a	global	power
power_g_400c4c	var_400c4c	global	power
power_g_400c4e	var_400c4e	global	power
power_ro_2af73	ro_2af73	global	power
power_ro_2b528	ro_2b528	global	power
power_ro_2b52c	ro_2b52c	global	power
power_ro_2b534	ro_2b534	global	power
power_ro_2b538	ro_2b538	global	power
power_ro_2b53c	ro_2b53c	global	power
power_ro_2b540	ro_2b540	global	power
power_ro_2b568	ro_2b568	global	power
power_ro_2b56c	ro_2b56c	global	power
power_ro_2be48	ro_2be48	global	power
power_ro_2be4c	ro_2be4c	global	power
power_ro_2be50	ro_2be50	global	power
power_ro_2be54	ro_2be54	global	power
power_ro_2be58	ro_2be58	global	power
power_ro_2be5c	ro_2be5c	global	power
power_ro_2be60	ro_2be60	global	power
power_ro_2be64	ro_2be64	global	power
power_ro_2be80	ro_2be80	global	power
power_ro_2be84	ro_2be84	global	power
power_ro_34a9c	ro_34a9c	global	power
power_ro_34aa0	ro_34aa0	global	power
power_ro_34aa4	ro_34aa4	global	power
power_ro_34ae4	ro_34ae4	global	power
power_ro_34ae8	ro_34ae8	global	power
power_ro_34aec	ro_34aec	global	power
power_ro_34af0	ro_34af0	global	power
power_ro_34af4	ro_34af4	global	power
power_ro_34af8	ro_34af8	global	power
power_ro_34afc	ro_34afc	global	power
power_ro_34b00	ro_34b00	global	power
power_ro_34b04	ro_34b04	global	power
power_ro_34b08	ro_34b08	global	power
power_ro_34b0c	ro_34b0c	global	power
power_ro_34b10	ro_34b10	global	power
power_ro_34b14	ro_34b14	global	power
power_ro_34b18	ro_34b18	global	power
power_ro_34b1c	ro_34b1c	global	power
power_ro_34b38	ro_34b38	global	power
power_ro_34b3c	ro_34b3c	global	power
power_ro_34b40	ro_34b40	global	power
power_ro_34b7c	ro_34b7c	global	power
power_ro_34ba4	ro_34ba4	global	power
power_ro_34fbc	ro_34fbc	global	power
power_ro_34fc0	ro_34fc0	global	power
power_ro_34fc8	ro_34fc8	global	power
power_ro_3501c	ro_3501c	global	power
power_ro_35020	ro_35020	global	power
power_ro_35028	ro_35028	global	power
power_ro_35068	ro_35068	global	power
power_ro_3506c	ro_3506c	global	power
power_ro_350a8	ro_350a8	global	power
power_ro_350ac	ro_350ac	global	power
power_ro_350b0	ro_350b0	global	power
power_ro_35b84	ro_35b84	global	power
power_ro_35b88	ro_35b88	global	power
power_ro_35b8c	ro_35b8c	global	power
power_ro_35b90	ro_35b90	global	power
power_ro_35b94	ro_35b94	global	power
power_ro_35e28	ro_35e28	global	power
power_ro_35e2c	ro_35e2c	global	power
power_ro_3738c	ro_3738c	global	power
power_ro_37390	ro_37390	global	power
power_ro_39058	ro_39058	global	power
power_ro_3905c	ro_3905c	global	power
power_ro_390ac	ro_390ac	global	power
power_ro_390d0	ro_390d0	global	power
power_ro_390d4	ro_390d4	global	power
power_ro_390d8	ro_390d8	global	power
power_ro_390dc	ro_390dc	global	power
power_ro_390e0	ro_390e0	global	power
power_ro_390e4	ro_390e4	global	power
power_ro_390f0	ro_390f0	global	power
power_ro_390f4	ro_390f4	global	power
power_ro_390f8	ro_390f8	global	power
power_ro_390fc	ro_390fc	global	power
power_ro_39154	ro_39154	global	power
power_ro_39158	ro_39158	global	power
power_ro_3915c	ro_3915c	global	power
power_ro_3a024	ro_3a024	global	power
power_ro_3a040	ro_3a040	global	power
power_ro_3a8f0	ro_3a8f0	global	power
power_ro_3a8f4	ro_3a8f4	global	power
power_ro_3a8f8	ro_3a8f8	global	power
power_ro_3b348	ro_3b348	global	power
power_ro_3b6b8	ro_3b6b8	global	power
power_ro_3b6c0	ro_3b6c0	global	power
power_ro_3b6cc	ro_3b6cc	global	power
power_ro_3b6d0	ro_3b6d0	global	power
power_ro_3b6d4	ro_3b6d4	global	power
power_ro_3b6d8	ro_3b6d8	global	power
power_ro_445f1	ro_445f1	global	power
power_sub_2aa44	FUN_0002aa44	function	power
power_sub_2b128	FUN_0002b128	function	power
power_sub_2b166	FUN_0002b166	function	power
power_sub_2bcac	FUN_0002bcac	function	power
power_sub_2bd48	FUN_0002bd48	function	power
power_sub_2be1c	FUN_0002be1c	function	power
power_sub_3297e	FUN_0003297e	function	power
power_sub_33cfc	FUN_00033cfc	function	power
power_sub_33cfe	FUN_00033cfe	function	power
power_sub_3587a	FUN_0003587a	function	power
power_sub_35c9c	FUN_00035c9c	function	power
power_sub_36fa2	FUN_00036fa2	function	power
power_sub_36fc4	FUN_00036fc4	function	power
power_sub_371ac	FUN_000371ac	function	power
power_sub_371c2	FUN_000371c2	function	power
power_sub_377fe	FUN_000377fe	function	power
power_sub_37a88	FUN_00037a88	function	power
power_sub_37a94	FUN_00037a94	function	power
power_sub_3834c	FUN_0003834c	function	power
power_sub_3b214	FUN_0003b214	function	power
power_sub_3b3f2	FUN_0003b3f2	function	power
power_sub_3b568	FUN_0003b568	function	power
power_sub_3b5f8	FUN_0003b5f8	function	power
power_sub_3bf0a	FUN_0003bf0a	function	power
power_sub_3c174	FUN_0003c174	function	power
power_sub_3c1c6	FUN_0003c1c6	function	power
power_sub_3d508	FUN_0003d508	function	power
power_sub_3d546	FUN_0003d546	function	power
reg_100a180	reg_100a180	global	usb
reg_800000	reg_800000	global	shared
reg_800004	reg_800004	global	shared
reg_800008	reg_800008	global	ble
reg_80000c	reg_80000c	global	shared
reg_800010	reg_800010	global	shared
reg_800034	reg_800034	global	shared
reg_800040	reg_800040	global	shared
reg_800044	reg_800044	global	ble
reg_800048	reg_800048	global	shared
reg_80005c	reg_80005c	global	ble
reg_800078	reg_800078	global	power
reg_800800	reg_800800	global	shared
reg_800804	reg_800804	global	rf24
reg_80080c	reg_80080c	global	shared
reg_800810	reg_800810	global	misc
reg_800814	reg_800814	global	power
reg_800840	reg_800840	global	usb
reg_800848	reg_800848	global	usb
reg_80084c	reg_80084c	global	usb
reg_800850	reg_800850	global	ble
reg_800900	reg_800900	global	shared
reg_800904	reg_800904	global	led
reg_800908	reg_800908	global	led
reg_800a00	reg_800a00	global	shared
reg_800a04	reg_800a04	global	ble
reg_800a08	reg_800a08	global	ble
reg_800a0c	reg_800a0c	global	ble
reg_800a1c	reg_800a1c	global	shared
reg_800a20	reg_800a20	global	shared
reg_800a24	reg_800a24	global	shared
reg_800a28	reg_800a28	global	shared
reg_800a40	reg_800a40	global	shared
reg_800a44	reg_800a44	global	shared
reg_800a48	reg_800a48	global	shared
reg_800a4c	reg_800a4c	global	shared
reg_800a50	reg_800a50	global	shared
reg_800a54	reg_800a54	global	shared
reg_800a58	reg_800a58	global	shared
reg_800a5c	reg_800a5c	global	shared
reg_800a60	reg_800a60	global	shared
reg_800a64	reg_800a64	global	shared
reg_800a6c	reg_800a6c	global	shared
reg_800a70	reg_800a70	global	shared
reg_800a7c	reg_800a7c	global	ble
reg_800ac0	reg_800ac0	global	shared
reg_800ac4	reg_800ac4	global	shared
reg_800acc	reg_800acc	global	shared
reg_800ad4	reg_800ad4	global	shared
reg_800c00	reg_800c00	global	shared
reg_800c04	reg_800c04	global	shared
reg_800c08	reg_800c08	global	shared
reg_802000	reg_802000	global	shared
reg_802004	reg_802004	global	shared
reg_802008	reg_802008	global	ble
reg_802010	reg_802010	global	flash
reg_802014	reg_802014	global	flash
reg_80201c	reg_80201c	global	shared
reg_803000	reg_803000	global	misc
reg_803004	reg_803004	global	misc
reg_803008	reg_803008	global	misc
reg_80300c	reg_80300c	global	misc
reg_803010	reg_803010	global	misc
reg_803014	reg_803014	global	misc
reg_803018	reg_803018	global	misc
reg_80301c	reg_80301c	global	misc
reg_803344	reg_803344	global	rf24
reg_804000	reg_804000	global	shared
reg_804001	reg_804001	global	usb
reg_804002	reg_804002	global	rf24
reg_804003	reg_804003	global	rf24
reg_804004	reg_804004	global	rf24
reg_804005	reg_804005	global	rf24
reg_804006	reg_804006	global	rf24
reg_804007	reg_804007	global	shared
reg_804008	reg_804008	global	shared
reg_804009	reg_804009	global	shared
reg_80400a	reg_80400a	global	shared
reg_80400b	reg_80400b	global	shared
reg_80400c	reg_80400c	global	usb
reg_80400d	reg_80400d	global	usb
reg_80400e	reg_80400e	global	shared
reg_80400f	reg_80400f	global	shared
reg_804010	reg_804010	global	usb
reg_804011	reg_804011	global	shared
reg_804012	reg_804012	global	usb
reg_804013	reg_804013	global	usb
reg_804014	reg_804014	global	shared
reg_804015	reg_804015	global	usb
reg_804016	reg_804016	global	flash
reg_804017	reg_804017	global	flash
reg_804080	reg_804080	global	shared
reg_804084	reg_804084	global	power
reg_804088	reg_804088	global	power
reg_80408c	reg_80408c	global	shared
reg_804094	reg_804094	global	power
reg_80409c	reg_80409c	global	power
reg_805000	reg_805000	global	usb
reg_805004	reg_805004	global	usb
reg_805008	reg_805008	global	usb
reg_80500c	reg_80500c	global	usb
reg_805010	reg_805010	global	usb
reg_805014	reg_805014	global	shared
reg_805018	reg_805018	global	usb
reg_80501c	reg_80501c	global	shared
reg_805030	reg_805030	global	usb
reg_805044	reg_805044	global	usb
reg_805048	reg_805048	global	usb
reg_80504c	reg_80504c	global	usb
reg_805050	reg_805050	global	usb
reg_805054	reg_805054	global	shared
reg_805068	reg_805068	global	usb
reg_80506c	reg_80506c	global	usb
reg_805070	reg_805070	global	usb
reg_805074	reg_805074	global	usb
reg_805078	reg_805078	global	usb
reg_80507c	reg_80507c	global	usb
reg_805080	reg_805080	global	usb
reg_805084	reg_805084	global	usb
reg_805088	reg_805088	global	usb
reg_805098	reg_805098	global	usb
reg_8050c0	reg_8050c0	global	shared
reg_8050d4	reg_8050d4	global	shared
reg_8050d8	reg_8050d8	global	shared
reg_8050dc	reg_8050dc	global	shared
reg_805100	reg_805100	global	shared
reg_805110	reg_805110	global	led
reg_806200	reg_806200	global	shared
reg_806204	reg_806204	global	shared
reg_806208	reg_806208	global	shared
reg_80620c	reg_80620c	global	shared
reg_806300	reg_806300	global	ble
reg_806304	reg_806304	global	ble
reg_806308	reg_806308	global	ble
reg_80630c	reg_80630c	global	ble
reg_806310	reg_806310	global	ble
reg_806314	reg_806314	global	ble
reg_806318	reg_806318	global	ble
reg_80631c	reg_80631c	global	ble
reg_806500	reg_806500	global	shared
reg_806504	reg_806504	global	shared
reg_806508	reg_806508	global	shared
reg_80650c	reg_80650c	global	shared
reg_806600	reg_806600	global	shared
reg_806604	reg_806604	global	shared
reg_806608	reg_806608	global	shared
reg_80660c	reg_80660c	global	shared
reg_806700	reg_806700	global	shared
reg_806708	reg_806708	global	power
reg_80670c	reg_80670c	global	power
reg_806710	reg_806710	global	power
reg_806a08	reg_806a08	global	shared
reg_806a0c	reg_806a0c	global	shared
reg_806a14	reg_806a14	global	dbg
reg_806d00	reg_806d00	global	timer
reg_806d04	reg_806d04	global	timer
reg_806d0c	reg_806d0c	global	timer
reg_806e00	reg_806e00	global	shared
reg_806e04	reg_806e04	global	usb
reg_806e08	reg_806e08	global	usb
reg_806e0c	reg_806e0c	global	usb
reg_806e10	reg_806e10	global	usb
reg_806e14	reg_806e14	global	usb
reg_806e18	reg_806e18	global	shared
reg_806e1c	reg_806e1c	global	shared
reg_806e20	reg_806e20	global	usb
reg_806e24	reg_806e24	global	shared
reg_806e28	reg_806e28	global	shared
reg_806e2c	reg_806e2c	global	usb
reg_806e30	reg_806e30	global	shared
reg_806e34	reg_806e34	global	usb
reg_806e38	reg_806e38	global	usb
reg_806e3c	reg_806e3c	global	usb
reg_806e48	reg_806e48	global	usb
reg_806e70	reg_806e70	global	usb
reg_806e74	reg_806e74	global	usb
reg_806e78	reg_806e78	global	usb
reg_806e7c	reg_806e7c	global	usb
reg_806e80	reg_806e80	global	usb
reg_806e84	reg_806e84	global	usb
reg_806e88	reg_806e88	global	usb
reg_806e8c	reg_806e8c	global	usb
reg_806e90	reg_806e90	global	usb
reg_806e94	reg_806e94	global	usb
reg_806e98	reg_806e98	global	usb
reg_806e9c	reg_806e9c	global	usb
reg_806ea0	reg_806ea0	global	usb
reg_806ea4	reg_806ea4	global	usb
reg_806ea8	reg_806ea8	global	usb
reg_806eac	reg_806eac	global	usb
reg_806eb0	reg_806eb0	global	usb
reg_806eb4	reg_806eb4	global	usb
reg_806eb8	reg_806eb8	global	usb
reg_806ebc	reg_806ebc	global	usb
reg_806ec0	reg_806ec0	global	usb
reg_806ec4	reg_806ec4	global	usb
reg_806ec8	reg_806ec8	global	usb
reg_806ecc	reg_806ecc	global	usb
reg_806ed0	reg_806ed0	global	usb
reg_806ed4	reg_806ed4	global	usb
reg_806ed8	reg_806ed8	global	usb
reg_806edc	reg_806edc	global	usb
reg_806ee0	reg_806ee0	global	usb
reg_806ee4	reg_806ee4	global	usb
reg_806ee8	reg_806ee8	global	usb
reg_806eec	reg_806eec	global	usb
reg_806ef0	reg_806ef0	global	usb
reg_806ef4	reg_806ef4	global	usb
reg_806ef8	reg_806ef8	global	usb
reg_806efc	reg_806efc	global	usb
reg_806f00	reg_806f00	global	usb
reg_806f04	reg_806f04	global	usb
reg_806f08	reg_806f08	global	usb
reg_806f0c	reg_806f0c	global	usb
reg_806f10	reg_806f10	global	usb
reg_806f14	reg_806f14	global	usb
reg_806f18	reg_806f18	global	usb
reg_806f1c	reg_806f1c	global	usb
reg_806f20	reg_806f20	global	usb
reg_806f24	reg_806f24	global	usb
reg_806f28	reg_806f28	global	usb
reg_806f2c	reg_806f2c	global	usb
reg_806f30	reg_806f30	global	usb
reg_806f34	reg_806f34	global	usb
reg_806f38	reg_806f38	global	usb
reg_806f3c	reg_806f3c	global	usb
reg_812800	reg_812800	global	ble
reg_81340c	reg_81340c	global	ble
reg_814100	reg_814100	global	ble
reg_814140	reg_814140	global	misc
reg_820000	reg_820000	global	shared
reg_820018	reg_820018	global	shared
reg_82001c	reg_82001c	global	rf24
reg_820020	reg_820020	global	shared
reg_820030	reg_820030	global	shared
reg_820034	reg_820034	global	shared
reg_820038	reg_820038	global	rf24
reg_82003c	reg_82003c	global	shared
reg_820040	reg_820040	global	shared
reg_820044	reg_820044	global	rf24
reg_820074	reg_820074	global	ble
reg_8200e0	reg_8200e0	global	ble
reg_820800	reg_820800	global	ble
reg_82080c	reg_82080c	global	ble
reg_820810	reg_820810	global	rf24
reg_820814	reg_820814	global	shared
reg_820860	reg_820860	global	rf24
reg_820878	reg_820878	global	ble
reg_820880	reg_820880	global	ble
reg_820884	reg_820884	global	ble
reg_820888	reg_820888	global	ble
reg_82088c	reg_82088c	global	ble
reg_820890	reg_820890	global	ble
reg_820894	reg_820894	global	ble
reg_820898	reg_820898	global	ble
reg_82089c	reg_82089c	global	ble
rf24_g_400a1b	var_400a1b	global	rf24
rf24_g_400a78	var_400a78	global	rf24
rf24_g_400abe	var_400abe	global	rf24
rf24_g_400c00	var_400c00	global	rf24
rf24_g_400c44	var_400c44	global	rf24
rf24_g_400dbd	var_400dbd	global	rf24
rf24_g_401013	var_401013	global	rf24
rf24_g_401014	var_401014	global	rf24
rf24_g_401015	var_401015	global	rf24
rf24_g_401019	var_401019	global	rf24
rf24_g_40101b	var_40101b	global	rf24
rf24_ro_2a2ec	ro_2a2ec	global	rf24
rf24_ro_2a2f0	ro_2a2f0	global	rf24
rf24_ro_2a2f4	ro_2a2f4	global	rf24
rf24_ro_2a2f8	ro_2a2f8	global	rf24
rf24_ro_2a2fc	ro_2a2fc	global	rf24
rf24_ro_2a304	ro_2a304	global	rf24
rf24_ro_2a308	ro_2a308	global	rf24
rf24_ro_2a334	ro_2a334	global	rf24
rf24_ro_2a368	ro_2a368	global	rf24
rf24_ro_2a38c	ro_2a38c	global	rf24
rf24_ro_2a428	ro_2a428	global	rf24
rf24_ro_2a42c	ro_2a42c	global	rf24
rf24_ro_2a434	ro_2a434	global	rf24
rf24_ro_2b574	ro_2b574	global	rf24
rf24_ro_2b578	ro_2b578	global	rf24
rf24_ro_2b57c	ro_2b57c	global	rf24
rf24_ro_2b580	ro_2b580	global	rf24
rf24_ro_2b584	ro_2b584	global	rf24
rf24_ro_2d3a4	ro_2d3a4	global	rf24
rf24_ro_2d3f8	ro_2d3f8	global	rf24
rf24_ro_2d3fc	ro_2d3fc	global	rf24
rf24_ro_2d414	ro_2d414	global	rf24
rf24_ro_2d418	ro_2d418	global	rf24
rf24_ro_2d41c	ro_2d41c	global	rf24
rf24_ro_2d420	ro_2d420	global	rf24
rf24_ro_2d434	ro_2d434	global	rf24
rf24_ro_2d438	ro_2d438	global	rf24
rf24_ro_2d43c	ro_2d43c	global	rf24
rf24_ro_2d480	ro_2d480	global	rf24
rf24_ro_2d484	ro_2d484	global	rf24
rf24_ro_2fc98	ro_2fc98	global	rf24
rf24_ro_2fc9c	ro_2fc9c	global	rf24
rf24_ro_2fca0	ro_2fca0	global	rf24
rf24_ro_2fcb8	ro_2fcb8	global	rf24
rf24_ro_2fccc	ro_2fccc	global	rf24
