addr	name	size	callers	callees	strings
00036024	FUN_00036024	32	FUN_000360aa	FUN_000369d8;FUN_0003c21e;FUN_0003c286	
00036044	FUN_00036044	102	FUN_000360aa		
000360aa	FUN_000360aa	226	fn24main	FUN_0002bcac;FUN_00031784;FUN_00036024;FUN_00036044;FUN_000361a8;FUN_000369a0;FUN_000369ac;FUN_000369d8;FUN_00036b36;FUN_00036be4;FUN_0003ae82;FUN_0003b528;FUN_0003c286;sensor_pwdn	
000361a8	FUN_000361a8	50	FUN_000360aa;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;single_wave		
000361da	FUN_000361da	22	TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2		
000361f0	get_scan_Rvalue	68		FUN_0002abd4;FUN_000317c2;dbg_printf	get_scan_Rvalue 2============== %x,%x,%x,%x,%x,

00036234	rgb_24g_test_cal	42	TEST_SINGLE_WAVE_2	FUN_00032686;dbg_printf;rom_24F24;rom_25078	rgb_24g_test_cal:=%x

00036274	TEST_SINGLE_WAVE	836	fn24main	FUN_0002ac0e;FUN_00031784;FUN_00032686;FUN_000361a8;FUN_000361da;FUN_000369a0;FUN_000369ac;FUN_000369b8;FUN_000369d8;FUN_00036b36;FUN_00036be4;FUN_00036dd4;FUN_00036eee;FUN_00039cfc;FUN_0003b528;dbg_printf	%s 
 | -Kapplication_test_mode | TEST_SINGLE_WAVE ch==%d, mode=%x, mode=cal_data%x
 | TEST_RF_DATA...
 | TEST_CD...
 | flag_revice...
 | Key_CurrentStatus:=%x
 | RB press...
 | LB press...SW mode
 | TEST_SINGLE_WAVE:=%x
 | TEST_RF_DATA:=%x
 | TEST_CD
 | MB press...SW channel
 | switch ch==%d, mode=%x
 | TEST_SINGLE_WAVE ch==%d, mode=%x

00036754	TEST_SINGLE_WAVE_2	422	fn24main	FUN_00028b00;FUN_0002ac0e;FUN_00031784;FUN_00032686;FUN_000361a8;FUN_000361da;FUN_000369a0;FUN_000369ac;FUN_000369d8;FUN_00036b36;FUN_00036be4;FUN_00036eee;FUN_00039cfc;FUN_00039d26;FUN_0003b528;dbg_printf;rgb_24g_test_cal;rwip_driver_init	%s 
 | application_cal_data_mode | -Kapplication_test_mode | TEST_SINGLE_WAVE ch==%d, mode=%x, mode=cal_data%x
 | Key_CurrentStatus:=%x
 | DPILOOP SURE: --:=%x
 | B4: CAL_DATA++:=%x
 | B5: CAL_DATA--:=%x
 | TEST_SINGLE_WAVE ch==%d, mode=%x

000369a0	FUN_000369a0	12	FUN_0002ff18;FUN_00030094;FUN_000360aa;FUN_000369b8;FUN_000369d8;FUN_00036e0c;SLEEP;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;ch_frequency;fWorkModeInit;f_reconnect_24G;single_wave;system_mode		
000369ac	FUN_000369ac	12	FUN_0002ff18;FUN_000360aa;FUN_00036b36;FUN_00036e0c;SLEEP;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;ch_frequency;f_reconnect_24G;single_wave		
000369b8	FUN_000369b8	32	FUN_0002fef0;TEST_SINGLE_WAVE;ch_frequency	FUN_000369a0	
000369d8	FUN_000369d8	34	FUN_0002fa6c;FUN_00030094;FUN_00036024;FUN_000360aa;LightUp_Mode_Led;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;fWorkModeInit;single_wave;system_mode	FUN_000369a0	
000369fa	FUN_000369fa	24	FUN_00036a12;FUN_00036b36;FUN_00036cd2;FUN_00036cee		
00036a12	FUN_00036a12	66		FUN_000369fa;rom_25078	
00036aae	FUN_00036aae	34	FUN_00036e88;FUN_00036eb8		
00036ad0	FUN_00036ad0	34	FUN_00036d0e;FUN_00036d3a;FUN_00036e0c		
00036af2	FUN_00036af2	34	FUN_00036dd4		
00036b14	FUN_00036b14	34			
00036b36	FUN_00036b36	174	FUN_000360aa;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;fn24main	FUN_000369ac;FUN_000369fa	
00036be4	FUN_00036be4	146	FUN_000360aa;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;fn24main		
00036c8e	FUN_00036c8e	52	FUN_0002f92a;FUN_0002fc1e;FUN_0002ff18;LightUp_Mode_Led;RPT_STEP;SLEEP;ch_frequency;fWorkModeInit;f_reconnect_24G		
00036caa	FUN_00036caa	20	FUN_0002f92a;FUN_0002fc1e;FUN_0002ff18;RPT_STEP;SLEEP;ch_frequency;f_reconnect_24G		
00036cbe	FUN_00036cbe	20	FUN_0002fef0		
00036cd2	FUN_00036cd2	28	LightUp_Mode_Led;fWorkModeInit	FUN_000369fa	
00036cee	FUN_00036cee	32	FUN_0002fef0	FUN_000369fa	
00036d0e	FUN_00036d0e	44	FUN_0002ff18;SLEEP	FUN_00031784;FUN_00036ad0	
00036d3a	FUN_00036d3a	78	FUN_0002f92a;FUN_0002fc1e;ch_frequency;f_reconnect_24G	FUN_00031784;FUN_00036ad0	
00036dd4	FUN_00036dd4	56	TEST_SINGLE_WAVE	FUN_00036af2	
00036e0c	FUN_00036e0c	124		FUN_000369a0;FUN_000369ac;FUN_00036ad0	
00036e88	FUN_00036e88	48	FUN_0002ff18;LightUp_Mode_Led;RPT_STEP	FUN_00036aae	
00036eb8	FUN_00036eb8	54		FUN_00036aae	
00036eee	FUN_00036eee	44	TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;fWorkModeInit;single_wave;system_mode		
00036f34	FUN_00036f34	34		FUN_0003b73e	
00036f56	FUN_00036f56	46		FUN_0003b73e	
00036f84	dbg_printf_2	2	Default_Profile;FLASH_RD_Global;FLASH_RD_Macro;FLASH_RD_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_00029988;FUN_0002f92a;FUN_0002fc1e;FUN_0002ff18;FUN_000333f0;HID_RQT_Get_Protocol;LightUp_Mode_Led;RPT_STEP;Set_Report_Data;_USB_macro2;_saveC_GM_ProfileMax;adv_data;app_ble_addr_tabl_init;app_ble_address_update;appm_create_advertising;fWorkModeInit;flash_erase;flash_write_some_data;force_pair_en;loc_irk;read;save;write_2		
00036f88	FUN_00036f88	26	FUN_000371c2;FUN_00038072;FUN_00038144;_USB_macro2		
00036fa2	FUN_00036fa2	10	FUN_000371c2		
00036fb8	FUN_00036fb8	12	FUN_000375fe		
00036fc4	FUN_00036fc4	10	FUN_000371c2		
00036fce	FUN_00036fce	12	FUN_000375fe		
00036fe6	FUN_00036fe6	6	rxcsr2		
00036fec	FUN_00036fec	12	FUN_000374e2;_USB_macro2		
00036ff8	FUN_00036ff8	12	FUN_00037004		
00037004	FUN_00037004	116	FUN_00037508;_USB_macro2	FUN_00036ff8;rom_24F9C	
00037078	FUN_00037078	78	FUN_00037104;FUN_00037186	rom_24F9C	
000370c6	FUN_000370c6	10	FUN_00037ab6;FUN_00037b0a;FUN_00038072;HID_RQT_Get_Protocol		
000370d0	FUN_000370d0	14	FUN_00037104;HID_RQT_Get_Protocol;_USB_macro2;f_usb_remote_wakeup		
000370ec	FUN_000370ec	14	HID_RQT_Get_Protocol		
00037104	FUN_00037104	130	FUN_00037b0a;HID_RQT_Get_Protocol;_USB_macro2	FUN_00037078;FUN_000370d0;FUN_0004245e;FUN_00042472	
00037186	FUN_00037186	28	FUN_0003870a;exist	FUN_00037078	
000371ac	FUN_000371ac	22	FUN_000371c2	FUN_00037a94;rom_24FEC	
000371c2	FUN_000371c2	124	USNDP_status_2;f_usb_isConnected	FUN_00036f88;FUN_00036fa2;FUN_00036fc4;FUN_000371ac	
0003723e	FUN_0003723e	32	FUN_00035b08;FUN_00038f4e		
0003725e	FUN_0003725e	12	exist		
0003726a	_USB_macro2	560	FUN_00037534	FUN_00036f88;FUN_00036fec;FUN_00037004;FUN_000370d0;FUN_00037104;FUN_00038072;FUN_0004245e;dbg_printf_2;rom_24F9C;rom_24FEC	set report rd: | usb set report: | _USB_macro0: | _USB_macro1: | _USB_macro2: | _USB_macro:
000374e2	FUN_000374e2	38	FUN_00037534	FUN_00036fec;FUN_00037830;FUN_00037844	
00037508	FUN_00037508	44	FUN_00037534	FUN_00037004;FUN_0003781e;FUN_00037858	
00037534	FUN_00037534	202	FUN_000375fe	FUN_000374e2;FUN_00037508;_USB_macro2;dbg_printf	BIT(0) f_usb_suspend =1------------
 | BIT(1) f_usb_suspend =0------------
 | BIT(2)bus reset ------------f_usb_isConnected ==%d

000375fe	FUN_000375fe	54	FUN_0003c008	FUN_00031784;FUN_00036fb8;FUN_00036fce;FUN_00037534	
00037774	FUN_00037774	38	rxcsr2		
0003779a	FUN_0003779a	42			
000377d6	FUN_000377d6	40			
000377fe	FUN_000377fe	16	USNDP_status_2;f_usb_isConnected		
0003781e	FUN_0003781e	18	FUN_00037508		
00037830	FUN_00037830	20	FUN_000374e2		
00037844	FUN_00037844	20	FUN_000374e2		
00037858	FUN_00037858	20	FUN_00037508		
00037878	FUN_00037878	66	rxcsr2	FUN_00042a20;FUN_00042a74;dbg_printf	ep%d RX Buf=0x%.8x
 | Can't malloc RX Buf

000378ba	FUN_000378ba	64	rxcsr2	FUN_00042a20;FUN_00042a74;dbg_printf	ep%d TX Buf=0x%.8x
 | Can't malloc TX Buf

000378fa	rxcsr2	360	pcfg	FUN_00036fe6;FUN_00037774;FUN_00037878;FUN_000378ba;dbg_printf	endp=%.2x
 | rxp=%.2x
 | txp=%.2x
 | maxp=%.2x
 | csr0=%.2x
 | csr02=%.2x
 | rxcsr1=%.2x
 | rxcsr2=%.2x
 | rxie1=%.2x
 | rxie2=%.2x
 | txie1=%.2x
 | txie2=%.2x

00037a62	pcfg	38		FUN_00038350;FUN_0004245e;dbg_printf;rxcsr2	pcfg=0x%.8x

00037a88	FUN_00037a88	12	FUN_00037a94		
00037a94	FUN_00037a94	34	FUN_000371ac	FUN_00037a88;FUN_0003834c;FUN_0004245e;rom_24FEC	
00037ab6	FUN_00037ab6	16		FUN_000370c6	
00037ac6	FUN_00037ac6	52	FUN_00037b0a;HID_RQT_Get_Protocol	FUN_00042472	
00037afa	FUN_00037afa	8	HID_RQT_Get_Protocol		
00037b02	FUN_00037b02	8	FUN_00038072		
00037b0a	FUN_00037b0a	92		FUN_000370c6;FUN_00037104;FUN_00037ac6	
00037b66	f_usb_remote_wakeup	138		FUN_000370d0;dbg_printf	CLEAR_FEATURE rcp=%x
 | f_usb_remote_wakeup =========0 clear %x,%x,%x,%x

00038068	FUN_00038068	10	FUN_00038072		
00038072	FUN_00038072	52	_USB_macro2	FUN_00036f88;FUN_000370c6;FUN_00037b02;FUN_00038068;HID_RQT_Get_Protocol	
000380a6	usb_suspend	116	system_mode	FUN_0004245e;FUN_00042472;dbg_printf	usb_suspend =1-----usb_frame_stop_cnt =%d

0003811a	usb_suspend_wakeup	42	exist	FUN_000317c2;FUN_00042472;dbg_printf	usb_suspend_wakeup

00038144	FUN_00038144	40		FUN_00036f88	
00038296	FUN_00038296	20	exist		
000382ec	FUN_000382ec	34		dbg_printf	%.2x 
0003834c	FUN_0003834c	4	FUN_00037a94		
00038350	FUN_00038350	6	pcfg		
00038384	FUN_00038384	54		FUN_0004245e	
0003838c	FUN_0003838c	8			
00038398	FUN_00038398	40	HID_RQT_Get_Protocol	FUN_00042472	
000383c0	HID_RQT_Get_Protocol	482	FUN_00038072	FUN_000370c6;FUN_000370d0;FUN_000370ec;FUN_00037104;FUN_00037ac6;FUN_00037afa;FUN_00038398;OLED_Init;dbg_printf;dbg_printf_2;rom_24F9C	set idle! %x,%x
 | Get_idle_length %x,%xin | HID_RQT_Get_Report: | HID_RQT_Set_Report: | HID_RQT_Set_Protocol: | HID_RQT_Get_Protocol:
0003870a	FUN_0003870a	556	system_mode	FUN_00031244;FUN_000312aa;FUN_00037186;rom_24F9C;rom_24FEC;time_sensor_invalid	
00038936	FUN_00038936	56	exist	FUN_00031784	
0003896e	exist	488	system_mode	FUN_0002b128;FUN_0002b382;FUN_0002bcac;FUN_00031230;FUN_000312aa;FUN_000312de;FUN_00031784;FUN_000317c2;FUN_0003297e;FUN_00033cfc;FUN_00037186;FUN_0003725e;FUN_00038296;FUN_00038936;FUN_0003af8a;FUN_0003afa2;FUN_0003b130;FUN_0003b528;FUN_0003b538;FUN_0003beb4;FUN_0003bf0a;FUN_0003c286;FUN_0003c2c6;OLED_Init;dbg_printf;rom_24FEC;sensor_pwdn;usb_suspend_wakeup	USB sleep_wakeup  f_usb_suspend=%x, f_usb_idle=%x,%x
 | enter sleep........%x,%x,%x,%x,%x
 | exist sleep........%x,%x,%x,%x,%x

00038cb6	test	26	system_mode	FUN_0003b130;dbg_printf	test-zzl usb soft pull out then insert in

00038cd0	get_usb_insert_status	78	SLEEP;USNDP_status_2;enter_BLE_normal_app_mode;gpio	FUN_00031784;dbg_printf	get_usb_insert_status | %s,USB_In =%x

00038d1e	USNDP_status	134	SLEEP;USNDP_status_2;f_usb_isConnected	FUN_00031784;FUN_00039a84;FUN_00039ad8;dbg_printf	USBDN=:%x
 | USNDP_status=:%x,USB_OTG_CFG=:%x,%x

00038da4	Get_MODE_Switch_status	82	force_pair_en	FUN_00031784;dbg_printf	Get_MODE_Switch_status | %s,Get_MODE_Switch=:%x

00038df6	USNDP_status_2	344	enter_BLE_normal_app_mode	FUN_000317c2;FUN_00035c9c;FUN_000371c2;FUN_000377fe;FUN_0003afa2;FUN_0003b130;FUN_0003b54e;FUN_0003cf7c;Success_led_2second;USNDP_status;dbg_printf;get_usb_insert_status	USNDP_status------charging   %x
 | USNDP_status------usb insert  %x
 | usb mode..................
 | usb_init  wait_usb_time=%x, %x
 | wait_usb_time=%d, USB_OTG_CFG=%d,Get_USBDN=%x
 | usb_mode_check  RF_MODE USB %x, %x, %x

00038f4e	FUN_00038f4e	12		FUN_0003723e	
00038f5a	app_usb_upgrade_start	42	FUN_00033a7e	FUN_00031784;FUN_000392b8;FUN_0003b130;dbg_printf;flash_write_some_data	app_usb_upgrade_start | %s 

00039198	FUN_00039198	40	FUN_00039428;FUN_0003b34c;FUN_0003b3f2;FUN_0003b47e		
000391c0	FUN_000391c0	34	FUN_000391fc;FUN_00039708;FUN_0003976e;flash_mid		
000391e2	FUN_000391e2	26	FUN_000392b8;FUN_0003932e		
000391fc	FUN_000391fc	188	FUN_000392b8;FUN_0003932e	FUN_000391c0	
000392b8	FUN_000392b8	118	Default_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_0003943c;FUN_00039526;app_usb_upgrade_start;flash_erase;flash_read;flash_write_some_data;r_temp1	FUN_000391e2;FUN_000391fc	
0003932e	FUN_0003932e	118	Default_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_0003943c;FUN_00039526;flash_erase;flash_mid;flash_read;flash_write_some_data	FUN_000391e2;FUN_000391fc	
000393a4	flash_mid	24	FUN_00039428	FUN_000391c0;FUN_0003932e;dbg_printf	flash_mid=%x

000393bc	FUN_000393bc	76	FUN_00039408		
00039408	FUN_00039408	32	FUN_00039428	FUN_000393bc	
00039428	FUN_00039428	18	enter_BLE_normal_app_mode	FUN_00039198;FUN_00039408;flash_mid	
0003943c	FUN_0003943c	78	FUN_0003976e	FUN_000392b8;FUN_0003932e;rom_25024;rom_25038;rom_2504C;rom_2505C	
0003948a	FUN_0003948a	156	FUN_00039526;FUN_000396da;force_pair_en	rom_25024;rom_25038;rom_2504C;rom_2505C	
00039526	FUN_00039526	268	FUN_00039708	FUN_000392b8;FUN_0003932e;FUN_0003948a;rom_24FEC;rom_25024;rom_25038;rom_2504C;rom_2505C	
00039696	FUN_00039696	68			
000396da	FUN_000396da	46	Default_Profile;FLASH_RD_Global;FLASH_RD_Macro;FLASH_RD_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_0003e4d2;ImgHdr;ImgHdr_2;flash_erase;flash_read;flash_write_some_data;r_temp1;read	FUN_0003948a	
00039708	FUN_00039708	102	Default_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_0003e4ea;FUN_000405ae;flash_erase;flash_read;flash_write_some_data;r_temp1	FUN_000391c0;FUN_00039526;dbg_printf	
0003976e	FUN_0003976e	90	Default_Profile;FLASH_WR_Profile;FLASH_wr_Global;flash_erase;flash_read;flash_write_some_data;r_temp1	FUN_000391c0;FUN_0003943c	
000397c8	flash_write_some_data	146	app_usb_upgrade_start;write_2	FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;dbg_printf;dbg_printf_2;rom_24F9C	flash_write_some_data | back flash_read: | flash_erase:  | memcpy: | flash_write: | flash_wp_ALL: 
0003985a	flash_read	128		FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;dbg_printf;rom_24F9C	flash_wp_256k:  | flash_read:  | flash_erase:  | flash_write:  | flash_wp_ALL: 
000398da	r_temp1	194		FUN_000392b8;FUN_000396da;FUN_00039708;FUN_0003976e;dbg_printf	flash_test
  | r_temp1: 
00039a84	FUN_00039a84	84	FUN_00031114;FUN_00031172;FUN_000311b4;FUN_000311de;FUN_00031210;FUN_00039b82;FUN_0003a900;FUN_0003abf2;FUN_0003b0b8;FUN_0003b568;FUN_0003b5b6;FUN_0003b6f6;FUN_0003b932;OLED_Init;SLEEP;USNDP_status;force_ble_sleep;force_ble_sleep_2;sensor_pwdn		
00039ad8	FUN_00039ad8	24	USNDP_status		
00039af0	FUN_00039af0	34	FUN_000311b4;FUN_00039bae		
00039b36	FUN_00039b36	76			
00039b82	FUN_00039b82	44		FUN_00039a84	
00039bae	FUN_00039bae	20		FUN_00039af0	
00039bc2	FUN_00039bc2	10	FUN_0002b4c8		
00039bcc	FUN_00039bcc	22	FUN_0003c008		
00039c02	FUN_00039c02	2	FUN_0003c008		
00039c1e	FUN_00039c1e	38			
00039c84	FUN_00039c84	60	fn24main		
00039cfc	FUN_00039cfc	42	TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;cal_data	FUN_0003e552	
00039d26	FUN_00039d26	22	TEST_SINGLE_WAVE_2	FUN_0003e5f0	
00039d3c	FUN_00039d3c	24	cal_data		
00039d54	addPMU_Reg0x5_2	170	cal_data	FUN_000317c2;dbg_printf	addPMU_Reg0x5 = 0x%x

00039dfe	FUN_00039dfe	40	cal_data	FUN_000317c2	
00039e26	value_kcal_result	444	cal_data	FUN_000317c2;KEY_piaring_cnt;dbg_printf;rom_24F24	value_kcal_result=%x

00039fe2	cal_data	496	FUN_0003a244	FUN_00028c48;FUN_000317c2;FUN_00039cfc;FUN_00039d3c;FUN_00039dfe;KEY_piaring_cnt;addPMU_Reg0x5_2;dbg_printf;value_kcal_result	cal_data============================ %x

0003a244	FUN_0003a244	218	rwip_driver_init	cal_data;rom_24F9C	
0003a31e	kmod_calibration_2M	390		FUN_000317c2;dbg_printf;rom_24F24	kmod_calibration_2M | read xvr_reg0x12:0x%x
 | cal value:0x%x
 | value_kcal_resulte:0x%x

0003a688	FUN_0003a688	68	RC32K		
0003a6cc	addPMU_Reg0x5	132	RC32K_2	dbg_printf	addPMU_Reg0x5 = 0x%x

0003a776	FUN_0003a776	46			
0003a7a4	FUN_0003a7a4	316			
0003a900	FUN_0003a900	114	FUN_000311b4	FUN_00039a84	
0003a978	spi_waitbusying	24	FUN_0003a990;FUN_0003ab30;FUN_0003ab60	dbg_printf	spi_waitbusying

0003a990	FUN_0003a990	138	FUN_0003aba4	spi_waitbusying	
0003aa1a	FUN_0003aa1a	40	FUN_00033d00;FUN_00033d2c;FUN_0003443a		
0003aa42	FUN_0003aa42	70	FUN_00033d2c;FUN_0003443a		
0003aa88	FUN_0003aa88	38	FUN_0003ab30		
0003aaae	FUN_0003aaae	38	FUN_0003ab60		
0003aad4	FUN_0003aad4	92	FUN_0003c008		
0003ab30	FUN_0003ab30	48		FUN_0003aa88;FUN_0003c0e4;spi_waitbusying	
0003ab60	FUN_0003ab60	48		FUN_0003aaae;FUN_0003c114;spi_waitbusying	
0003ab90	write	10		dbg_printf	write complete

0003ab9a	read_2	10		dbg_printf	read complete

0003aba4	FUN_0003aba4	78		FUN_0003a990;dbg_printf;rom_24FEC	
0003abf2	FUN_0003abf2	132		FUN_00039a84;dbg_printf	
0003ac82	FUN_0003ac82	34			
0003aca4	FUN_0003aca4	94		dbg_printf;rom_24FEC	spi len=%x:
0003ad9c	FUN_0003ad9c	68			
0003ae40	FUN_0003ae40	54	enter_BLE_normal_app_mode		
0003ae7c	FUN_0003ae7c	6	FUN_0003ba88		
0003ae82	FUN_0003ae82	170	FUN_00028c66;FUN_000360aa		
0003af2c	FUN_0003af2c	64	FUN_00028c66;FUN_0003c008	rom_25078	
0003af8a	FUN_0003af8a	24	FUN_00028c66;SLEEP;exist		
0003afa2	FUN_0003afa2	86	USNDP_status_2;enter_BLE_normal_app_mode;exist;f_usb_isConnected	rom_25078	
0003b0b8	FUN_0003b0b8	102		FUN_00039a84	
0003b130	FUN_0003b130	34	FUN_0003ba88;FUN_0003dc7e;SLEEP;This;USNDP_status_2;app_24_to_ble_force_pair_reset;app_24_to_ble_reset;app_usb_upgrade_start;exist;f_usb_isConnected;mode_sw;test;there	FUN_00031784	
0003b152	reset	140	FUN_0002a78c	dbg_printf	reset 0 err
 | wdt reset
 | reset 1 err
 | force all reset
 | force digital reset
 | reset 3 err
 | deep sleep reset
 | power on reset

0003b1de	FUN_0003b1de	26	app_24_to_ble_force_pair_reset	dbg_printf	set reset reason=%x

0003b214	FUN_0003b214	54	FUN_0003b34c;FUN_0003b3f2		
0003b34c	FUN_0003b34c	166		FUN_00039198;FUN_0003b214	
0003b3f2	FUN_0003b3f2	140	SLEEP	FUN_00039198;FUN_0003b214	
0003b47e	FUN_0003b47e	106	FUN_0003c008	FUN_00039198	
0003b512	FUN_0003b512	22	enter_BLE_normal_app_mode		
0003b528	FUN_0003b528	16	FUN_000360aa;SLEEP;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;enter_BLE_normal_app_mode;exist;force_24g_sleep;force_ble_sleep		
0003b538	FUN_0003b538	22	BLE_PAIR;FUN_0003bb38;FUN_000405ae;SLEEP;exist		
0003b54e	FUN_0003b54e	12	FUN_00028c66;FUN_000317c2;FUN_0003c8b6;FUN_0003c996;FUN_0003cd24;OLED_Clear;SLEEP;USNDP_status_2;system_mode		
0003b568	FUN_0003b568	78	referance_voltage;set_Update_OLED	FUN_00039a84	
0003b5b6	FUN_0003b5b6	48	set_Update_OLED	FUN_00039a84	
0003b5e6	FUN_0003b5e6	18	FUN_0003c008		
0003b5f8	FUN_0003b5f8	88	referance_voltage;set_Update_OLED	FUN_00031784	
0003b650	referance_voltage	102		FUN_00031784;FUN_0003b568;FUN_0003b5f8;dbg_printf;rom_24F24	referance_voltage=%d

0003b6f6	FUN_0003b6f6	72		FUN_00039a84;rom_24F24	
0003b73e	FUN_0003b73e	12	FUN_00036f34;FUN_00036f56;FUN_0003b74a		
0003b74a	FUN_0003b74a	22	FUN_0003b882	FUN_0003b73e	
0003b760	FUN_0003b760	30		rom_24FEC	
0003b77e	dbg_printf	4	APP_PARAM_UPDATE_REQ_IN;APP_PARAM_UPDATE_REQ_IND;APP_PARAM_UPDATE_REQ_IND_2;APP_PARAM_UPDATE_REQ_IND_3;BLE_PAIR;Default_Profile;Detect_FULL_IN;Disconnected;FLASH_RD_Macro;FLASH_RD_Profile;FLASH_WR_Profile;FLASH_wr_Global;FUN_00029988;FUN_00029a04;FUN_0002a674;FUN_0002a69e;FUN_0002b8a2;FUN_0002be06;FUN_0002be1c;FUN_0002cad2;FUN_0002cafe;FUN_0002cda6;FUN_0002d53c;FUN_0002da7e;FUN_0002f4da;FUN_0002f5d4;FUN_0002f61c;FUN_0003186e;FUN_000326b0;FUN_000328c2;FUN_00035cd2;FUN_00037534;FUN_00037878;FUN_000378ba;FUN_000382ec;FUN_00039708;FUN_0003aba4;FUN_0003abf2;FUN_0003aca4;FUN_0003b1de;FUN_0003dc7e;FUN_0003ec6a;FUN_000405ae;Get_MODE_Switch_status;HID_RQT_Get_Protocol;ImgHdr;ImgHdr_2;KEY_piaring_cnt;Led_OLED;LightUp_Mode_Led;OLED_Clear;OLED_Init;RC32K;RC32K_2;SLEEP;Set_Report_Data;Set_SIMU_mode_LightUp_Led;Stack_Integrity_Check;Success_led_2second;Success_led_2second_2;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;This;USNDP_status;USNDP_status_2;WDT_REG0X0;_saveC_GM_ProfileMax;addPMU_Reg0x5;addPMU_Reg0x5_2;adv_state;app_24_to_ble_force_pair_reset;app_24_to_ble_reset;app_ancs_add_ancsc;app_ancsc_delete_call;app_ancsc_init;app_ancsc_msg_dflt_handler;app_ble_addr_tabl_init;app_ble_address_update;app_ble_to_ble_mode;app_bond_status_initial;app_env;app_hid_enable_prf;app_mutli_link_change;app_oad_add_oads;app_sec_init;app_sec_send_security_req;app_start_led;app_usb_upgrade_start;app_user_ke_timer_stop;appm_add_svc;appm_create_advertising;appm_delete_advertising;appm_update_param;ble_alert_led_start;ble_alert_led_stop;ble_update_param_failed_cnt;cal_data;ch_frequency;delta_none;disconnect;enter_BLE_normal_app_mode;exist;fWorkModeInit;f_reconnect_24G;f_usb_isConnected;f_usb_remote_wakeup;fee4;flash_erase;flash_mid;flash_read;flash_write_some_data;fn24main;force;force_24g_sleep;force_ble_sleep;force_ble_sleep_2;force_pair_en;gapm_activity_created_ind_handler;gapm_activity_stopped_ind_handler;gattc_att_info_req_ind_handler;gattc_att_info_req_ind_handler_2;gattc_cmp_evt_handler;get_scan_Rvalue;get_usb_insert_status;gpio;hogpd_ctnl_pt_ind_handler;hogpd_ntf_cfg_ind_handler;hogpd_proto_mode_cfm_handler;hogpd_report_upd_req_handler;kmod_calibration_2M;limit;loc_irk;mode_sw;nvds_Polling_read;nvds_Polling_write;oadImgIdentifyReq;oad_updating_user_section_begin;pcfg;prf_register_atthdl2gatt;profile_mem_init;r_temp1;read_2;referance_voltage;reset;rgb_24g_test_cal;rtc_timer_start;rwip_driver_init;rxcsr2;sensor_init;sensor_pwdn;set_USB_led_flash;set_Update_OLED;set_Update_OLED_2;set_Update_OLED_3;set_bonded_led_flash;set_dpi;set_force_sleep;set_pairing_led_flash;single_wave;spi_waitbusying;switch_rf_mode_loop;sys_flag;system_mode;test;there;time_sensor_invalid;tx_failed_cnt;uart2_isr;update;usb_suspend;usb_suspend_wakeup;value_kcal_result;write		
0003b7ce	FUN_0003b7ce	6			
0003b7d4	FUN_0003b7d4	32	uart2_isr	rom_25078	
0003b836	uart2_isr	76	FUN_0003c008	FUN_0003b7d4;dbg_printf	uart2_isr
0003b882	FUN_0003b882	58		FUN_0003b74a;rom_24F9C	
0003b8e0	FUN_0003b8e0	30	FUN_0003ba0a;FUN_0003bb38;FUN_0003bd90	FUN_0003be98	
0003b904	FUN_0003b904	46	FUN_0003b932;FUN_0003bdca;FUN_0003bde6	rom_24FEC	
0003b932	FUN_0003b932	124	FUN_00028c4e	FUN_00028c48;FUN_00039a84;FUN_0003b904;rom_24F24	
0003b9dc	FUN_0003b9dc	22			
0003b9f2	FUN_0003b9f2	22			
0003ba0a	FUN_0003ba0a	40		FUN_0003b8e0;FUN_000429fc	
0003ba28	FUN_0003ba28	30		FUN_0003be98	
0003ba46	FUN_0003ba46	40	FUN_0003bb38		
0003ba6e	FUN_0003ba6e	26	FUN_0003bb38	rom_24F9C	
0003ba88	FUN_0003ba88	78		FUN_0003ae7c;FUN_0003b130	
0003bad6	FUN_0003bad6	32	FUN_0003bb38	rom_25078	
0003bb38	FUN_0003bb38	498		FUN_00028c48;FUN_0003b538;FUN_0003b8e0;FUN_0003ba46;FUN_0003ba6e;FUN_0003bad6;FUN_00042450;rom_25002	
0003bd90	FUN_0003bd90	58		FUN_0003b8e0;rom_24F9C	
