addr	name	size	callers	callees	strings
0002c456	update	400	FUN_0002bd62	FUN_0003ee6e;appm_update_param;dbg_printf;rom_06EF4;rom_06F26;rom_06F80;rom_24F9C	update para  APP_HID_WAIT_REP---------------
 | hid :ke_msg_free
 | kb len= %d
 | media len= %d
 | user len= %d
 | power len= %d
 | idle len= %d

0002c5e8	hogpd_ctnl_pt_ind_handler	80		FUN_0003ee6e;dbg_printf;rom_06EF4;rom_06F26	hogpd_ctnl_pt_ind_handler | %s,(%d) 

0002c638	hogpd_ntf_cfg_ind_handler	92		APP_PARAM_UPDATE_REQ_IND;dbg_printf	hogpd_ntf_cfg_ind_handler | %s,(%d) 

0002ca10	FUN_0002ca10	8	FUN_00029530		
0002ca18	app_oad_add_oads	62		dbg_printf;rom_06EF4;rom_06F26	app_oad_add_oads
 | app_oad_add_oads d = %x,s = %x

0002ca56	FUN_0002ca56	42		FUN_0003ee6e;rom_06EF4;rom_06F26	
0002cad2	FUN_0002cad2	42		FUN_0003ee6e;dbg_printf;rom_06EF4;rom_06F26	
0002cafe	FUN_0002cafe	44		FUN_0003ee6e;dbg_printf;rom_06EF4;rom_06F26	
0002cbc8	FUN_0002cbc8	18	FUN_00029a04;app_sec_init		
0002cbda	FUN_0002cbda	18	BLE_PAIR;FUN_0002d53c;app_sec_init;switch_rf_mode_loop		
0002cbec	app_sec_init	148	FUN_00029530	FUN_0002cbc8;FUN_0002cbda;FUN_0003e552;dbg_printf	app_sec_init().   bonded0=%x, bonded1========%x
 | not NVDS_TAG_IRK = %x
 | get NVDS_TAG_IRK ok= %x

0002cc82	app_sec_send_security_req	66		dbg_printf;rom_06EF4;rom_06F26;rom_073D4	app_sec_send_security_req
0002cda6	FUN_0002cda6	28		dbg_printf;rom_06F26	0x%x 
0002d2ce	APP_PARAM_UPDATE_REQ_IN	146		app_start_led;dbg_printf;rom_06F26;rom_07342;rom_073D4	0x%x  | encrypt_req_ind121
 | APP_PARAM_UPDATE_REQ_IN-1  need update param after encryp 

0002d4a0	FUN_0002d4a0	68			
0002d4e4	gapm_activity_created_ind_handler	26		dbg_printf	gapm_activity_created_ind_handler | %s app_env.adv_actv_idx = %x   

0002d4fe	gapm_activity_stopped_ind_handler	30		dbg_printf	gapm_activity_stopped_ind_handler | %s app_env.adv_state = %x   

0002d53c	FUN_0002d53c	530		FUN_000295aa;FUN_0002cbda;FUN_0003e552;FUN_0003e5f0;KEY_piaring_cnt;adv_data;appm_add_svc;appm_create_advertising;appm_delete_advertising;dbg_printf;rom_06EF4;rom_06F26;rom_07180;rom_07342;rom_24F9C;rom_24FEC;rom_25078	
0002da7e	FUN_0002da7e	128		dbg_printf;rom_06EF4;rom_06F26;rom_24F9C	
0002dd92	ble_update_param_failed_cnt	94		APP_PARAM_UPDATE_REQ_IND;app_hid_enable_prf;dbg_printf;rom_07342	APP_PARAM_UPDATE_REQ_IND-3  ble_update_param_failed_cnt++ =%x
 | ble_app_hogpd_report_ready not ready...
 | ble_update_param_failed_cnt >=3  %x
 | GAPC_UPDATE_PARAMS fail !  %d

0002e398	loc_irk	78		dbg_printf;dbg_printf_2;rom_24F9C	gapm_gen_rand_nb_ind_handler | %s app_env.rand_cnt = %x   
 | loc_irk[0]: | loc_irk[8]:
0002e4cc	APP_PARAM_UPDATE_REQ_IND_3	38		dbg_printf;rom_07342	APP_PARAM_UPDATE_REQ_IND--8  update param.... = %d

0002e958	APP_PARAM_UPDATE_REQ_IND_2	24		dbg_printf;rom_07342	APP_PARAM_UPDATE_REQ_IND--9 hid not ready,   app_update_conn_param_.............%d,%d 

0002eaac	Success_led_2second_2	212		CHRG;FUN_0003262c;FUN_00032658;FUN_00032942;FUN_0003beb4;ReLink;dbg_printf;delta_none;rom_07342;rom_073D4	Success_led_2second 1=  %x,
 | set_Update_OLED--Success_led_2second 

0002ebf8	force_ble_sleep_2	150		FUN_0003186e;FUN_00032620;FUN_00032e82;FUN_00032f16;FUN_00035800;FUN_00039a84;FUN_0003bf0a;FUN_0003d508;FUN_0003d546;dbg_printf;force_ble_sleep;rom_07342	force_ble_sleep....3  Time_Entry_Sdeep =0

0002f31c	FUN_0002f31c	84	FUN_00028c66	FUN_0002a674;FUN_0002bd62;FUN_0002be1c;FUN_00033dc2;FUN_0003c52e;FUN_0003c574;FUN_0003c6ce;sensor_init;time_sensor_invalid;tx_failed_cnt	
0002f37e	rtc_timer_start	68		dbg_printf	rtc_timer_start | %s 

0002f3f4	app_ancsc_init	18	FUN_00029530	dbg_printf	app_ancsc_init | %s 

0002f406	app_ancs_add_ancsc	50		dbg_printf;rom_06EF4;rom_06F26	app_ancs_add_ancsc | %s 

0002f438	FUN_0002f438	40		FUN_0003ee6e;rom_06EF4;rom_06F26	
0002f460	app_ancsc_msg_dflt_handler	16		dbg_printf	app_ancsc_msg_dflt_handler | %s 

0002f4da	FUN_0002f4da	36		dbg_printf;rom_25078	
0002f58a	app_ancsc_delete_call	74		FUN_0003ee6e;dbg_printf;rom_06EF4;rom_06F26	app_ancsc_delete_call
0002f5d4	FUN_0002f5d4	72		FUN_0003ee6e;dbg_printf;rom_06EF4;rom_06F26	
0002f61c	FUN_0002f61c	46		dbg_printf	
0002f92a	FUN_0002f92a	186		FUN_00036c8e;FUN_00036caa;FUN_00036d3a;dbg_printf_2;rom_24F9C;rom_24FEC	
0002f9e4	FUN_0002f9e4	4			
0002fa6c	FUN_0002fa6c	34		FUN_00031784;FUN_000369d8	
0002fa8e	RPT_STEP	168		FUN_00036c8e;FUN_00036caa;FUN_00036e88;OLED_Init;Set_Report_Data;dbg_printf_2;rom_24F9C	RPT_STEP-9L: | RPT_STEP-9S:
0002fb36	ch_frequency	232		FUN_00031784;FUN_000369a0;FUN_000369ac;FUN_000369b8;FUN_00036c8e;FUN_00036caa;FUN_00036d3a;dbg_printf	SEND_ACK57 ok  RF24_STEP=%d,%d,%d
 | ch_frequency 10=%x
 | retr_time 57 ACK %x

0002fc1e	FUN_0002fc1e	52		FUN_00036c8e;FUN_00036caa;FUN_00036d3a;dbg_printf_2	
0002fc52	LightUp_Mode_Led	368		CHRG;FUN_000312aa;FUN_0003143c;FUN_00031784;FUN_000317c2;FUN_00032892;FUN_000369d8;FUN_00036c8e;FUN_00036cd2;FUN_00036e88;OLED_Init;Success_led_2second;dbg_printf;dbg_printf_2;set_bonded_led_flash;write_2	RF24_piar id_code: | LightUp_Mode_Led============== %x,%x,%x,%x,%x,
 | NO DONGLE %x,%x,%x,

0002fef0	FUN_0002fef0	40		FUN_000369b8;FUN_00036cbe;FUN_00036cee;set_pairing_led_flash	
0002ff18	FUN_0002ff18	380		FUN_00031784;FUN_000369a0;FUN_000369ac;FUN_00036c8e;FUN_00036caa;FUN_00036d0e;FUN_00036e88;OLED_Init;dbg_printf_2;rom_24FEC;time_sensor_invalid	
00030094	FUN_00030094	74	system_mode	FUN_000369a0;FUN_000369d8;rom_25078	
0003023c	FLASH_wr_Global	248	FUN_00028c66;_saveC_GM_ProfileMax	FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;dbg_printf;dbg_printf_2;rom_24F9C;rom_24FEC	FLASH_wr_Global: | address&0x3ff = %x

00030334	FLASH_RD_Global	314	profile_mem_init	FUN_000396da;dbg_printf_2;rom_24FEC	FLASH_RD_Global: | Global_DATA:
0003046e	write_2	46	LightUp_Mode_Led	dbg_printf_2;flash_write_some_data	write id_code:
0003049c	read	112	profile_mem_init	FUN_000396da;dbg_printf_2;rom_24F9C	read id_code:
0003050c	FUN_0003050c	32	Default_Profile;FLASH_RD_Profile;FLASH_WR_Profile		
0003052c	FLASH_RD_Profile	344	FLASH_WR_Profile;FUN_000333f0;Set_Report_Data;_saveC_GM_ProfileMax;profile_mem_init	FUN_0003050c;FUN_000396da;dbg_printf;dbg_printf_2;rom_24F9C	FLASH_RD_Profile: | Polling = %x,Flashmem_buff[_offset_Polling] = %x,Flashmem_buff[_offset_Polling +1] = %x
 | SensorSet: | LightSet: | ButtonSet:
00030740	FLASH_WR_Profile	298	FUN_00028c66	FLASH_RD_Profile;FUN_0003050c;FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;FUN_0003ce00;dbg_printf;dbg_printf_2;rom_24F9C;rom_24FEC	FLASH_WR_Profile: | address&0x3ff = %x

0003086a	flash_erase	330	FUN_00028c66	FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;dbg_printf;dbg_printf_2;rom_24F9C	FLASH_WR_Macro  macro_id =%x,page =%x,offset =%x
 | flash_erase: FLASHADDR_BACKUP
 | backup: | flash_erase: FLASHADDR_MACRO
 | restore: | Flashmem_buff: | flash_wp_ALL: 

000309b4	FLASH_RD_Macro	68	_saveC_GM_ProfileMax	FUN_000396da;dbg_printf;dbg_printf_2;rom_24F9C	FLASH_RD_Macro  macro_id = %x,Flash_Macro_Addr = %x
 | read macro:
000309f8	Default_Profile	462	FUN_00028c66	FUN_0003050c;FUN_00031406;FUN_000392b8;FUN_0003932e;FUN_000396da;FUN_00039708;FUN_0003976e;FUN_0003c2c6;FUN_0003cf7c;OLED_Clear;dbg_printf;dbg_printf_2;rom_24F9C;rom_24FEC;set_dpi	address&0x3ff = %x
 | Default_Profile: | Polling0: | Sensor: | Light: | ButtonSet:
00030d32	_saveC_GM_ProfileMax	400	system_mode	FLASH_RD_Macro;FLASH_RD_Profile;FLASH_wr_Global;FUN_0003c2c6;dbg_printf;dbg_printf_2;rom_25078;set_dpi	_read9_GM_macro  report_id =%x,macro_index=%x
 | _saveC_GM_ProfileMax: | Current_Profile=%x, %x, MaxProfile=%x, %x
 | RD Profile: | WR Profile:
00030f34	FUN_00030f34	22			
00030f4a	nvds_Polling_read	58		FUN_0003c2c6;FUN_0003e552;KEY_piaring_cnt;dbg_printf	nvds_Polling_read | %s read_data= %x, Polling=%x

00030f96	nvds_Polling_write	48		FUN_0003c2c6;FUN_0003e5f0;KEY_piaring_cnt;dbg_printf	nvds_Polling_write | %s Profile= %x, rgb_disp_type=%x

00030fc6	profile_mem_init	42	enter_BLE_normal_app_mode	FLASH_RD_Global;FLASH_RD_Profile;KEY_piaring_cnt;dbg_printf;read	profile_mem_init | %s 

00031114	FUN_00031114	94	FUN_000311de;FUN_00031210	FUN_00039a84	
00031172	FUN_00031172	66	FUN_000311de;FUN_00031210	FUN_00032886;FUN_00039a84	
000311b4	FUN_000311b4	42	sensor_init;sensor_pwdn	FUN_00039a84;FUN_00039af0;FUN_0003a900	
000311de	FUN_000311de	50	FUN_0002b4c8;enter_BLE_normal_app_mode	FUN_00031114;FUN_00031172;FUN_00039a84	
00031210	FUN_00031210	32		FUN_00031114;FUN_00031172;FUN_00039a84	
00031230	FUN_00031230	20	FUN_00031334;FUN_00031406;exist		
00031244	FUN_00031244	102	FUN_000358b6;FUN_0003870a;tx_failed_cnt		
000312aa	FUN_000312aa	52	Disconnected;FUN_00031334;FUN_00031406;FUN_000358b6;FUN_00035abc;FUN_00035b08;FUN_0003870a;LightUp_Mode_Led;app_mutli_link_change;disconnect;exist;f_usb_isConnected;tx_failed_cnt		
000312de	FUN_000312de	86	FUN_00031334;FUN_00031406;exist;f_usb_isConnected	rom_24FEC	
00031334	FUN_00031334	210	enter_BLE_normal_app_mode	FUN_00031230;FUN_000312aa;FUN_000312de;rom_24FEC	
00031406	FUN_00031406	54	Default_Profile;FUN_0002b4de	FUN_00031230;FUN_000312aa;FUN_000312de;rom_24FEC	
0003143c	FUN_0003143c	24	FUN_000358b6;LightUp_Mode_Led;fWorkModeInit	rom_24FEC	
00031454	FUN_00031454	62		FUN_0002c124	
00031492	FUN_00031492	64	Led_OLED		
000314d2	FUN_000314d2	46	Led_OLED;SLEEP		
00031500	FUN_00031500	36	Led_OLED	FUN_0002c124	
00031524	FUN_00031524	68		FUN_0002c124	
00031784	FUN_00031784	32	FUN_0002abd4;FUN_0002fa6c;FUN_0002ff18;FUN_00033d00;FUN_00033d2c;FUN_00034352;FUN_0003443a;FUN_000360aa;FUN_00036d0e;FUN_00036d3a;FUN_000375fe;FUN_00038936;FUN_0003b130;FUN_0003b5f8;Get_MODE_Switch_status;LightUp_Mode_Led;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;USNDP_status;app_usb_upgrade_start;ch_frequency;exist;fWorkModeInit;f_reconnect_24G;f_usb_isConnected;get_usb_insert_status;referance_voltage		
000317c2	FUN_000317c2	40	FUN_00034414;FUN_000345d2;FUN_00035cd2;FUN_00039dfe;FUN_0003c818;LightUp_Mode_Led;SLEEP;USNDP_status_2;addPMU_Reg0x5_2;adv_state;cal_data;enter_BLE_normal_app_mode;exist;f_usb_isConnected;get_scan_Rvalue;gpio;kmod_calibration_2M;usb_suspend_wakeup;value_kcal_result	FUN_0003b54e	
00031808	FUN_00031808	102		FUN_0003c2c6;FUN_0003cf24	
0003186e	FUN_0003186e	262	force_ble_sleep_2;system_mode	Disconnected;FUN_0002b8a2;dbg_printf	RB +MB  f_k_pair------------  f_hld=%x f_k_pair=%d
 | RB +MB  f_k_pair------------  RF_MODE=%x

00031974	FUN_00031974	12	FUN_000319c0		
00031980	FUN_00031980	64	FUN_000332be		
000319c0	FUN_000319c0	194	FUN_0002aa5c;FUN_0003236a	FUN_00031974;FUN_000332be;rom_25078	
00031b3e	FUN_00031b3e	112	FUN_0002aa5c;FUN_0003236a	FUN_00031f7c;rom_25078	
00031f7c	FUN_00031f7c	24	FUN_00031b3e		
0003236a	FUN_0003236a	94	system_mode	FUN_000319c0;FUN_00031b3e;FUN_000332be	
000323c8	FUN_000323c8	38	FUN_000323ee		
000323ee	FUN_000323ee	66	system_mode	FUN_000323c8	
00032430	FUN_00032430	116	system_mode		
000324a4	FUN_000324a4	118			
00032614	FUN_00032614	12	Set_SIMU_mode_LightUp_Led		
00032620	FUN_00032620	12	FUN_000326ea;FUN_00032942;FUN_0003297e;SLEEP;enter_BLE_normal_app_mode;force_ble_sleep_2;set_Update_OLED_2		
0003262c	FUN_0003262c	44	Success_led_2second;Success_led_2second_2;enter_BLE_normal_app_mode;f_usb_isConnected;set_USB_led_flash;set_bonded_led_flash;set_pairing_led_flash		
00032658	FUN_00032658	46	FUN_00032942;Set_SIMU_mode_LightUp_Led;Success_led_2second;Success_led_2second_2;enter_BLE_normal_app_mode;f_usb_isConnected;set_USB_led_flash;set_Update_OLED_2;set_bonded_led_flash;set_pairing_led_flash		
00032686	FUN_00032686	42	FUN_00028c4e;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;rgb_24g_test_cal		
000326b0	FUN_000326b0	58		dbg_printf	%s, Simu_RF_MODE=%x,Mode_Indicator_BIT=%x

000326ea	FUN_000326ea	48		FUN_00032620	
0003271a	Set_SIMU_mode_LightUp_Led	76	Disconnected;app_mutli_link_change	FUN_00032614;FUN_00032658;dbg_printf	usb to 24 mode 
 | Set_SIMU_mode_LightUp_Led | %s, Simu_RF_MODE=%x,Mode_Indicator_BIT=%x

00032766	set_USB_led_flash	100		FUN_0003262c;FUN_00032658;FUN_00032e82;FUN_00032f16;FUN_0003c8b6;FUN_0003cf7c;OLED_Clear;dbg_printf	set_USB_led_flash | %s ,%x
 | %s, Ind_Led_STEP=%d

000327ca	set_pairing_led_flash	86	FUN_0002fef0	FUN_0003262c;FUN_00032658;FUN_00032e82;FUN_00032f16;FUN_0003c8b6;FUN_0003cf7c;OLED_Clear;dbg_printf	set_pairing_led_flash | %s, Ind_Led_STEP=%d

00032820	set_bonded_led_flash	102	LightUp_Mode_Led;SLEEP;fWorkModeInit;f_reconnect_24G	FUN_0003262c;FUN_00032658;FUN_00032e82;FUN_00032f16;FUN_0003c8b6;FUN_0003cf7c;OLED_Clear;dbg_printf	set_bonded_led_flash | %s, %x 
 | %s, Ind_Led_STEP=%d

00032886	FUN_00032886	12	FUN_00028c66;FUN_00031172;FUN_00032892;FUN_00035c9c;app_start_led;set_force_sleep;switch_rf_mode_loop		
00032892	FUN_00032892	48	FUN_000328c2;FUN_00035abc;FUN_00035b08;LightUp_Mode_Led;SLEEP;Success_led_2second;app_mutli_link_change;f_usb_isConnected	FUN_00032886	
000328c2	FUN_000328c2	46	set_Update_OLED	FUN_00032892;ble_alert_led_stop;dbg_printf	alert led stopping

000328f0	Success_led_2second	82	LightUp_Mode_Led;USNDP_status_2;f_reconnect_24G;f_usb_isConnected	FUN_0003262c;FUN_00032658;FUN_00032892;FUN_0003c8b6;FUN_0003cf7c;OLED_Clear;OLED_Init;dbg_printf;delta_none	Success_led_2second---Led_Mode
 | set_Update_OLED--Success_led_2second 

00032942	FUN_00032942	58	Success_led_2second_2	FUN_00032620;FUN_00032658;FUN_0003ce52;Pairing;ReLinking	
0003297e	FUN_0003297e	30	SLEEP;exist	FUN_00032620;FUN_00032e82;FUN_00032f16	
0003299c	set_Update_OLED_2	366	system_mode	FUN_00032620;FUN_00032658;FUN_0003ce52;FUN_0003cf7c;FUN_0003d508;FUN_0003d546;Pairing;ReLinking;dbg_printf	Dpi_Indicat_process= %x
 | set_Update_OLED--Set_Loop_process 
 | set_Update_OLED--Flash_Linking_process 
 | set_Update_OLED--Flash_Ind_Fast_process0 
 | set_Update_OLED--Flash_Ind_Fast_process1 

00032c34	Led_OLED	254	system_mode	FUN_00031492;FUN_000314d2;FUN_00031500;dbg_printf	Led_OLED ==5 !
 | Led_OLED ==changing !

00032e82	FUN_00032e82	2	FUN_0003297e;SLEEP;app_mutli_link_change;force_ble_sleep_2;set_USB_led_flash;set_bonded_led_flash;set_pairing_led_flash		
00032eae	FUN_00032eae	102			
00032f16	FUN_00032f16	12	FUN_0003297e;SLEEP;app_mutli_link_change;force_ble_sleep_2;set_USB_led_flash;set_bonded_led_flash;set_pairing_led_flash	rom_24FEC	
00032f40	FUN_00032f40	120			
00032fe6	FUN_00032fe6	40		rom_24F24	
0003300e	FUN_0003300e	180	system_mode	rom_071EA;rom_25078	
000332be	FUN_000332be	156	FUN_000319c0;FUN_0003236a	FUN_00031980;rom_24FEC	
000333f0	FUN_000333f0	116		FLASH_RD_Profile;OLED_Init;dbg_printf_2;rom_24F9C;rom_24FEC;rom_25078	
0003353c	Set_Report_Data	192	FUN_00033a7e;RPT_STEP	FLASH_RD_Profile;FUN_00033d2a;OLED_Init;dbg_printf;dbg_printf_2;rom_24FEC;rom_25078	Set_Report_Data | N0N0 report_id =%x
 | macro report_id =%x,macro_index=%x
 | Profile report_id =%x,Update_Profile=%x,%x

00033a7e	FUN_00033a7e	172	system_mode	Set_Report_Data;app_usb_upgrade_start;rom_25078	
00033cfc	FUN_00033cfc	2	SLEEP;exist;force_ble_sleep		
00033cfe	FUN_00033cfe	2	SLEEP;gpio		
00033d00	FUN_00033d00	42	FUN_000342b4;FUN_00034352;FUN_00034408;FUN_00034414;FUN_00034490;FUN_000344b0;FUN_000344d8;FUN_000344f0;FUN_00034508;FUN_00034538;FUN_000345a4	FUN_00031784;FUN_0003aa1a	
00033d2a	FUN_00033d2a	1	Set_Report_Data		
00033d2c	FUN_00033d2c	64	FUN_000342b4;FUN_00034352;FUN_00034426;f_usb_isConnected	FUN_00031784;FUN_0003aa1a;FUN_0003aa42	
00033db8	FUN_00033db8	8		FUN_00034426	
00033dc2	FUN_00033dc2	8	FUN_0002f31c;SLEEP;f_reconnect_24G;force_ble_sleep	FUN_0003443a	
00033dca	sensor_pwdn	36	FUN_000360aa;SLEEP;exist;force_ble_sleep	FUN_000311b4;FUN_00034414;FUN_00039a84;dbg_printf	sensor_pwdn | %s 

00033dee	sensor_init	28	FUN_0002f31c;enter_BLE_normal_app_mode;f_usb_isConnected;time_sensor_invalid	FUN_000311b4;FUN_000345d2;dbg_printf	%s 
 | sensor_init
00033e0a	set_dpi	26	Default_Profile;_saveC_GM_ProfileMax;f_usb_isConnected;time_sensor_invalid	FUN_00034538;dbg_printf	%s 
 | set_dpi
00033e24	FUN_00033e24	16		FUN_000345a4	
00033e34	time_sensor_invalid	264	FUN_0002f31c;FUN_0002ff18;FUN_000358b6;FUN_0003870a	FUN_00034426;FUN_0003443a;OLED_Init;dbg_printf;sensor_init;set_dpi	time_sensor_invalid=0

00033f3c	delta_none	52	FUN_0003cf7c;FUN_0003d2b0;Success_led_2second;Success_led_2second_2	FUN_0003443a;dbg_printf	delta_none =%x

00034044	single_wave	184	system_mode	FUN_000361a8;FUN_000369a0;FUN_000369ac;FUN_000369d8;FUN_00036eee;dbg_printf;rom_25078	single_wave 123============== %x,%x,%x,%x,%x,

000342b4	FUN_000342b4	158	FUN_000345d2	FUN_00033d00;FUN_00033d2c	
00034352	FUN_00034352	182	FUN_000345d2	FUN_00031784;FUN_00033d00;FUN_00033d2c	
00034408	FUN_00034408	12	FUN_000345d2	FUN_00033d00	
00034414	FUN_00034414	18	sensor_pwdn	FUN_000317c2;FUN_00033d00	
00034426	FUN_00034426	20	FUN_00033db8;time_sensor_invalid	FUN_00033d2c	
0003443a	FUN_0003443a	86	FUN_00033dc2;delta_none;time_sensor_invalid	FUN_00031784;FUN_0003aa1a;FUN_0003aa42	
00034490	FUN_00034490	32		FUN_00033d00	
000344b0	FUN_000344b0	40	FUN_00034538	FUN_00033d00	
000344d8	FUN_000344d8	24	FUN_00034538	FUN_00033d00	
000344f0	FUN_000344f0	24	FUN_00034538	FUN_00033d00	
00034508	FUN_00034508	48	FUN_00034538	FUN_00033d00	
00034538	FUN_00034538	108	FUN_000345d2;set_dpi	FUN_00033d00;FUN_000344b0;FUN_000344d8;FUN_000344f0;FUN_00034508	
000345a4	FUN_000345a4	46	FUN_00033e24	FUN_00033d00	
000345d2	FUN_000345d2	58	f_usb_isConnected;sensor_init	FUN_000317c2;FUN_000342b4;FUN_00034352;FUN_00034408;FUN_00034538	
0003463c	Disconnected	80	FUN_0003186e	FUN_000295aa;FUN_000312aa;Set_SIMU_mode_LightUp_Led;app_user_ke_timer_stop;ble_alert_led_stop;dbg_printf;rom_071EA;switch_rf_mode_loop	Disconnected by mouse...

0003468c	OLED_Init	134	Detect_FULL_IN;FUN_0002aa5c;FUN_0002ac0e;FUN_0002ff18;FUN_000333f0;HID_RQT_Get_Protocol;LightUp_Mode_Led;RPT_STEP;SLEEP;Set_Report_Data;Success_led_2second;enter_BLE_normal_app_mode;exist;f_reconnect_24G;f_usb_isConnected;gpio;set_Update_OLED_3;time_sensor_invalid	FUN_00039a84;FUN_0003beb4;FUN_0003c8b6;FUN_0003cf7c;OLED_Clear;dbg_printf	OLED_Init 3

00034712	SLEEP	1250		FUN_0002aa44;FUN_0002b128;FUN_0002bcac;FUN_000314d2;FUN_000317c2;FUN_00032620;FUN_00032892;FUN_0003297e;FUN_00032e82;FUN_00032f16;FUN_00033cfc;FUN_00033cfe;FUN_00033dc2;FUN_000369a0;FUN_000369ac;FUN_00036c8e;FUN_00036caa;FUN_00036d0e;FUN_00039a84;FUN_0003af8a;FUN_0003b130;FUN_0003b3f2;FUN_0003b528;FUN_0003b538;FUN_0003b54e;FUN_0003beb4;FUN_0003bf0a;FUN_0003c286;FUN_0003c2c6;FUN_0003d2b0;FUN_0003d508;FUN_0003d546;OLED_Init;USNDP_status;dbg_printf;force_24g_sleep;get_usb_insert_status;sensor_pwdn;set_Update_OLED;set_bonded_led_flash	(Time_Entry_Sdeep ==0)  %x,%x
 | entry force 24g sleep 1 
 | in sleep_status =%d,%d
 | enter 24g idle_status 
 | cpu_reset()  MODE_Switch
 | USNDP_status------usb insert   %x
 | sleep_status 24G===========%d,%d
 | enter sleep_status
 | wake form sleep_status
 | wakeup Key_Mot_Activ  USB===================%d,%d
 | SLEEP wakeup KEY_PAIR
 | SLEEP wakeup RECONN
 | SLEEP wakeup id_code

00034d68	f_reconnect_24G	228	system_mode	FUN_0002b128;FUN_00031784;FUN_00033dc2;FUN_000369a0;FUN_000369ac;FUN_00036c8e;FUN_00036caa;FUN_00036d3a;OLED_Init;ReLink;Success_led_2second;dbg_printf;rom_24FEC;set_bonded_led_flash	24G reconnecting =%x 
 | f_reconnect_24G = OK 
 | f_reconnect_24G  overtime 
 | Time_24G_Piaring = 0 

00034e4c	FUN_00034e4c	2	system_mode		
00034e4e	mode_sw	156	system_mode	FUN_0003b130;FUN_0003e552;dbg_printf	 mode_sw to RF_24G_MODE
 | mode_sw to RF_BLE_MODE1

00034eea	Detect_FULL_IN	166	system_mode	Charging;FUN_0003cf7c;OLED_Init;dbg_printf	Detect_FULL_IN ==FULL !
 | Detect_FULL_IN ==CHANRGing !

00034f90	f_usb_isConnected	1122	system_mode	CHRG;FUN_000295aa;FUN_0002b18e;FUN_000312aa;FUN_000312de;FUN_00031784;FUN_000317c2;FUN_0003262c;FUN_00032658;FUN_00032892;FUN_00033d2c;FUN_000345d2;FUN_000371c2;FUN_000377fe;FUN_0003afa2;FUN_0003b130;FUN_0003ce00;FUN_0003cf7c;FUN_0003d2b0;FUN_0003d8da;OLED_Clear;OLED_Init;Success_led_2second;USNDP_status;app_user_ke_timer_stop;ble_alert_led_stop;dbg_printf;rom_071EA;rom_24FEC;sensor_init;set_Update_OLED;set_dpi	INSERT USNDP_status------charging   %x
 | INSERT USNDP_status------usb insert   %x
 | usb_chk ----IN-------------- %x,%x,%x,%x
 | Disconnected by mouse...
 | usb_chk ----PULL OUT-------------- %x,%x,%x,%x
 | f_usb_isConnected=1  %x,%x,%x,%x
 | f_usb_isConnected fail  %x,%x,%x,%x

00035800	FUN_00035800	122	FUN_0003bf40;force_ble_sleep_2		
0003587a	FUN_0003587a	60	set_force_sleep		
000358b6	FUN_000358b6	424	system_mode	FUN_00031244;FUN_000312aa;FUN_0003143c;rom_24F9C;rom_24FEC;time_sensor_invalid	
00035a5e	disconnect	94		FUN_00029490;FUN_000295aa;FUN_000312aa;app_user_ke_timer_stop;ble_alert_led_stop;dbg_printf;rom_071EA	app_env.adv_state...= %d
 | disconnect start 
 | appm  need stop adv...

00035abc	FUN_00035abc	76		FUN_000312aa;FUN_00032892	
00035b08	FUN_00035b08	74		FUN_000312aa;FUN_00032892;FUN_0003723e	
00035c9c	FUN_00035c9c	54	USNDP_status_2;fn24main	FUN_00032886;FUN_0003c174;FUN_0003c1c6;FUN_0003c2c6	
00035cd2	FUN_00035cd2	44	enter_BLE_normal_app_mode	FUN_000317c2;dbg_printf	in 24 

00035cfe	fWorkModeInit	192	fn24main;switch_rf_mode_loop	FUN_0003143c;FUN_00031784;FUN_000369a0;FUN_000369d8;FUN_00036c8e;FUN_00036cd2;FUN_00036eee;dbg_printf;dbg_printf_2;set_bonded_led_flash	RF24_STEP id: | fWorkModeInit  RF24_STEP=%x, f_reconnect_24G=%x, Key_CurrentStatus=%x

00035dbe	fn24main	106	enter_BLE_normal_app_mode	FUN_00035c9c;FUN_000360aa;FUN_00036b36;FUN_00036be4;FUN_00039c84;TEST_SINGLE_WAVE;TEST_SINGLE_WAVE_2;dbg_printf;fWorkModeInit;system_mode	fn24main  RF_MODE USB %x, %x, %x

00035eb8	system_mode	282	fn24main	Detect_FULL_IN;FUN_0002aa5c;FUN_0002ac0e;FUN_0002b8a2;FUN_00030094;FUN_0003186e;FUN_0003236a;FUN_000323ee;FUN_00032430;FUN_0003300e;FUN_00033a7e;FUN_00034e4c;FUN_000358b6;FUN_000369a0;FUN_000369d8;FUN_00036eee;FUN_0003870a;FUN_0003b54e;FUN_0003cdb6;Led_OLED;_saveC_GM_ProfileMax;app_mutli_link_change;dbg_printf;exist;f_reconnect_24G;f_usb_isConnected;mode_sw;rom_24FEC;set_Update_OLED;set_Update_OLED_2;single_wave;test;usb_suspend	system_mode usb24 RF_MODE %x, %x

